Categoría,Nombre de la base y/o conjunto de datos,Nombre de la tabla de la base de datos / hoja del conjunto de datos,Descripción de capa,Etiqueta del campo o variable (atributo),Descripción de Campo,Tipo de dato,Rango o valores que permite el campo,Clasificación de la información,Especificaciones y/o reglas de cálculo,Obligatoriedad del campo,Registro de campos vacíos ,Tipo de archivo
"Desarrollo Urbano, Vivienda y Territorio",espacio_publico_cdmx,Espacios públicos de la Ciudad de México,"Localización de los espacios públicos en CDMX como áreas verdes, camellones, instalaciones deportivas o recreativas,  plazas y parques nacionales, estatales o urbanos a través de la compilación de información de las siguientes fuentes: Centro Geo (2020), cartas topográficas de escala 1:20,000, de la Ciudad de México provenientes del INEGI (2008), Marco Geoestadístico (INEGI, 2019), Censo de Población y Vivienda (INEGI, 2010)yComisión Nacional de Áreas Naturales Protegidas (CONANP)",Id,Identificador,Número entero,Número consecutivo,Pública,No aplica,Obligatorio,Sin datos vacios,Shape file (.shp)
