id_espacio_publico,id_fuente,parte_original,area_m2,area_ha
EP000752,1,752,1540.49,0.154
EP000753,1,753,3822.91,0.3823
EP000754,1,754,1589.15,0.1589
EP000755,1,755,440.3,0.044
EP000756,1,756,2351.8,0.2352
EP000757,1,757,241.54,0.0242
EP000758,1,758,50.02,0.005
EP000759,1,759,6649.38,0.6649
EP000760,1,760,1297.83,0.1298
EP000761,1,761,2695.68,0.2696
EP000762,1,762,19189.88,1.919
EP000763,1,763,40209.7,4.021
EP000764,1,764,389.64,0.039
EP000765,1,765,1892.63,0.1893
EP000766,1,766,396.34,0.0396
EP000767,1,767,104934.53,10.4935
EP000768,1,768,1454.1,0.1454
EP000769,1,769,10446.68,1.0447
EP000770,1,770,82.03,0.0082
EP000771,1,771,4354.18,0.4354
EP000772,1,772,75.54,0.0076
EP000773,1,773,4006.53,0.4007
EP000774,1,774,12337.41,1.2337
EP000775,1,775,5701.99,0.5702
EP000776,1,776,301.54,0.0302
EP000777,1,777,19112.79,1.9113
EP000778,1,778,29.95,0.003
EP000779,1,779,94.82,0.0095
EP000780,1,780,8733.0,0.8733
EP000781,1,781,1150.04,0.115
EP000782,1,782,6749.34,0.6749
EP000783,1,783,877.04,0.0877
EP000784,1,784,103935.57,10.3936
EP000785,1,785,338.18,0.0338
EP000786,1,786,9176.79,0.9177
EP000787,1,787,49.88,0.005
EP000788,1,788,334.59,0.0335
EP000789,1,789,458.96,0.0459
EP000790,1,790,116.95,0.0117
EP000791,1,791,464.58,0.0465
EP000792,1,792,839.25,0.0839
EP000793,1,793,5632.68,0.5633
EP000794,1,794,78.38,0.0078
EP000795,1,795,353.88,0.0354
EP000796,1,796,270.72,0.0271
EP000797,1,797,4852.89,0.4853
EP000798,1,798,34469.24,3.4469
EP000799,1,799,7011.1,0.7011
EP000800,1,800,3293.98,0.3294
EP000801,1,801,55980.9,5.5981
EP000802,1,802,39.88,0.004
EP000803,1,803,4688.94,0.4689
EP000804,1,804,5994.13,0.5994
EP000805,1,805,236.63,0.0237
EP000806,1,806,148.4,0.0148
EP000807,1,807,76.64,0.0077
EP000808,1,808,39.13,0.0039
EP000809,1,809,1323854.87,132.3855
EP000810,1,810,126.25,0.0126
EP000811,1,811,37.1,0.0037
EP000812,1,812,262.01,0.0262
EP000813,1,813,425.27,0.0425
EP000814,1,814,293.67,0.0294
EP000815,1,815,4465.51,0.4466
EP000816,1,816,25.36,0.0025
EP000817,1,817,3195.88,0.3196
EP000818,1,818,4632.8,0.4633
EP000819,1,819,6701.64,0.6702
EP000820,1,820,70.14,0.007
EP000821,1,821,1110.9,0.1111
EP000822,1,822,181.36,0.0181
EP000823,1,823,528.77,0.0529
EP000824,1,824,56.14,0.0056
EP000825,1,825,5683.08,0.5683
EP000826,1,826,5726.77,0.5727
EP000827,1,827,1132.4,0.1132
EP000828,1,828,207.58,0.0208
EP000829,1,829,512.97,0.0513
EP000830,1,830,248.17,0.0248
EP000831,1,831,945.93,0.0946
EP000832,1,832,35.08,0.0035
EP000833,1,833,18903.02,1.8903
EP000834,1,834,1649.23,0.1649
EP000835,1,835,835.65,0.0836
EP000836,1,836,7172.22,0.7172
EP000837,1,837,885.83,0.0886
EP000838,1,838,39.68,0.004
EP000839,1,839,387.86,0.0388
EP000840,1,840,2803.77,0.2804
EP000841,1,841,878.22,0.0878
EP000842,1,842,64.44,0.0064
EP000843,1,843,2551.16,0.2551
EP000844,1,844,7766.23,0.7766
EP000845,1,845,1402.66,0.1403
EP000846,1,846,31.6,0.0032
EP000847,1,847,266.43,0.0266
EP000848,1,848,2113.45,0.2113
EP000849,1,849,1041.3,0.1041
EP000850,1,850,2236.52,0.2237
EP000851,1,851,220176.8,22.0177
EP000852,1,852,13.3,0.0013
EP000853,1,853,1307.99,0.1308
EP000854,1,854,1833.64,0.1834
EP000855,1,855,62895.93,6.2896
EP000856,1,856,442.39,0.0442
EP000857,1,857,2378.95,0.2379
EP000858,1,858,3053.88,0.3054
EP000859,1,859,1715.59,0.1716
EP000860,1,860,1270.03,0.127
EP000861,1,861,5404.51,0.5405
EP000862,1,862,249.05,0.0249
EP000863,1,863,27706.42,2.7706
EP000864,1,864,167.4,0.0167
EP000865,1,865,10749.46,1.0749
EP000866,1,866,3839.95,0.384
EP000867,1,867,5873.24,0.5873
EP000868,1,868,446.1,0.0446
EP000869,1,869,1577.54,0.1578
EP000870,1,870,164.54,0.0165
EP000871,1,871,2054.42,0.2054
EP000872,1,872,32068.79,3.2069
EP000873,1,873,28652.17,2.8652
EP000874,1,874,5776.26,0.5776
EP000875,1,875,5989.22,0.5989
EP000876,1,876,688.44,0.0688
EP000877,1,877,5456.66,0.5457
EP000878,1,878,186.72,0.0187
EP000879,1,879,21.19,0.0021
EP000880,1,880,480.18,0.048
EP000881,1,881,5631.81,0.5632
EP000882,1,882,357.93,0.0358
EP000883,1,883,1370.18,0.137
EP000884,1,884,87.17,0.0087
EP000885,1,885,11.18,0.0011
EP000886,1,886,2112.5,0.2112
EP000887,1,887,1093.81,0.1094
EP000888,1,888,360.91,0.0361
EP000889,1,889,927.56,0.0928
EP000890,1,890,526.7,0.0527
EP000891,1,891,23.27,0.0023
EP000892,1,892,433.09,0.0433
EP000893,1,893,295.07,0.0295
EP000894,1,894,2389.6,0.239
EP000895,1,895,1500.82,0.1501
EP000896,1,896,10499.04,1.0499
EP000897,1,897,184.85,0.0185
EP000898,1,898,679.57,0.068
EP000899,1,899,558.08,0.0558
EP000900,1,900,24698.33,2.4698
EP000901,1,901,4871.35,0.4871
EP000902,1,902,6664.62,0.6665
EP000903,1,903,313.12,0.0313
EP000904,1,904,6118.41,0.6118
EP000905,1,905,2076.27,0.2076
EP000906,1,906,325.36,0.0325
EP000907,1,907,16299.64,1.63
EP000908,1,908,172.2,0.0172
EP000909,1,909,127.68,0.0128
EP000910,1,910,10443.58,1.0444
EP000911,1,911,219.79,0.022
EP000912,1,912,803.72,0.0804
EP000913,1,913,188.38,0.0188
EP000914,1,914,707.56,0.0708
EP000915,1,915,7040.5,0.704
EP000916,1,916,1431.4,0.1431
EP000917,1,917,896.41,0.0896
EP000918,1,918,37843.89,3.7844
EP000919,1,919,361.26,0.0361
EP000920,1,920,5667.95,0.5668
EP000921,1,921,470.72,0.0471
EP000922,1,922,275.58,0.0276
EP000923,1,923,28257.63,2.8258
EP000924,1,924,4421.45,0.4421
EP000925,1,925,263.01,0.0263
EP000926,1,926,367.61,0.0368
EP000927,1,927,11983.21,1.1983
EP000928,1,928,812.02,0.0812
EP000929,1,929,5085.41,0.5085
EP000930,1,930,89341.93,8.9342
EP000931,1,931,2145.19,0.2145
EP000932,1,932,709.22,0.0709
EP000933,1,933,101.9,0.0102
EP000934,1,934,2108.99,0.2109
EP000935,1,935,458.61,0.0459
EP000936,1,936,383.36,0.0383
EP000937,1,937,181.3,0.0181
EP000938,1,938,556.08,0.0556
EP000939,1,939,1532.51,0.1533
EP000940,1,940,107.14,0.0107
EP000941,1,941,335.08,0.0335
EP000942,1,942,273.04,0.0273
EP000943,1,943,568.32,0.0568
EP000944,1,944,16064.69,1.6065
EP000945,1,945,185.53,0.0186
EP000946,1,946,581.44,0.0581
EP000947,1,947,1045.52,0.1046
EP000948,1,948,989.51,0.099
EP000949,1,949,1009.74,0.101
EP000950,1,950,179999.05,17.9999
EP000951,1,951,79.2,0.0079
EP000952,1,952,67.23,0.0067
EP000953,1,953,51.3,0.0051
EP000954,1,954,78.91,0.0079
EP000955,1,955,72.24,0.0072
EP000956,1,956,4556.58,0.4557
EP000957,1,957,2037.96,0.2038
EP000958,1,958,102.38,0.0102
EP000959,1,959,2601.31,0.2601
EP000960,1,960,456.15,0.0456
EP000961,1,961,124.52,0.0125
EP000962,1,962,152.23,0.0152
EP000963,1,963,30.12,0.003
EP000964,1,964,82.3,0.0082
EP000965,1,965,1848.02,0.1848
EP000966,1,966,1981.75,0.1982
EP000967,1,967,76.43,0.0076
EP000968,1,968,116.58,0.0117
EP000969,1,969,2516.18,0.2516
EP000970,1,970,14584.6,1.4585
EP000971,1,971,71.85,0.0072
EP000972,1,972,3037.58,0.3038
EP000973,1,973,277.26,0.0277
EP000974,1,974,2010.76,0.2011
EP000975,1,975,526.89,0.0527
EP000976,1,976,91.07,0.0091
EP000977,1,977,804.53,0.0805
EP000978,1,978,158.07,0.0158
EP000979,1,979,612.77,0.0613
EP000980,1,980,313.33,0.0313
EP000981,1,981,112.78,0.0113
EP000982,1,982,545.55,0.0546
EP000983,1,983,2501.78,0.2502
EP000984,1,984,4545.8,0.4546
EP000985,1,985,801.3,0.0801
EP000986,1,986,1161.84,0.1162
EP000987,1,987,117.46,0.0117
EP000988,1,988,275.48,0.0275
EP000989,1,989,2371.99,0.2372
EP000990,1,990,44.45,0.0044
EP000991,1,991,21349.67,2.135
EP000992,1,992,80.61,0.0081
EP000993,1,993,467.49,0.0467
EP000994,1,994,158.57,0.0159
EP000995,1,995,391.79,0.0392
EP000996,1,996,283.18,0.0283
EP000997,1,997,185.05,0.0185
EP000998,1,998,364.48,0.0364
EP000999,1,999,4517.68,0.4518
EP001000,1,1000,97099.07,9.7099
EP001001,1,1001,40780.61,4.0781
EP001002,1,1002,490.74,0.0491
EP001003,1,1003,14372.78,1.4373
EP001004,1,1004,221.91,0.0222
EP001005,1,1005,1121.9,0.1122
EP001006,1,1006,0.69,0.0001
EP001007,1,1007,5055.41,0.5055
EP001008,1,1008,633.83,0.0634
EP001009,1,1009,107.28,0.0107
EP001010,1,1010,1423.91,0.1424
EP001011,1,1011,1832.57,0.1833
EP001012,1,1012,42.21,0.0042
EP001013,1,1013,2536.88,0.2537
EP001014,1,1014,184.16,0.0184
EP001015,1,1015,1932.29,0.1932
EP001016,1,1016,2433.75,0.2434
EP001017,1,1017,64.31,0.0064
EP001018,1,1018,878.45,0.0878
EP001019,1,1019,206.54,0.0207
EP001020,1,1020,82.9,0.0083
EP001021,1,1021,3439.89,0.344
EP001022,1,1022,165.67,0.0166
EP001023,1,1023,1104.2,0.1104
EP001024,1,1024,104.24,0.0104
EP001025,1,1025,64.35,0.0064
EP001026,1,1026,670454.93,67.0455
EP001027,1,1027,12481.06,1.2481
EP001028,1,1028,22624.89,2.2625
EP001029,1,1029,65.13,0.0065
EP001030,1,1030,181.56,0.0182
EP001031,1,1031,326.01,0.0326
EP001032,1,1032,568.65,0.0569
EP001033,1,1033,4631.4,0.4631
EP001034,1,1034,7272.49,0.7272
EP001035,1,1035,76.43,0.0076
EP001036,1,1036,51.75,0.0052
EP001037,1,1037,1267.41,0.1267
EP001038,1,1038,389.83,0.039
EP001039,1,1039,332.96,0.0333
EP001040,1,1040,94.21,0.0094
EP001041,1,1041,66.82,0.0067
EP001042,1,1042,309.0,0.0309
EP001043,1,1043,96.25,0.0096
EP001044,1,1044,6734.5,0.6734
EP001045,1,1045,47.08,0.0047
EP001046,1,1046,1365.92,0.1366
EP001047,1,1047,356.14,0.0356
EP001048,1,1048,460.7,0.0461
EP001049,1,1049,61.5,0.0062
EP001050,1,1050,37.37,0.0037
EP001051,1,1051,1501.63,0.1502
EP001052,1,1052,813.36,0.0813
EP001053,1,1053,334.48,0.0334
EP001054,1,1054,375.07,0.0375
EP001055,1,1055,90.16,0.009
EP001056,1,1056,488.48,0.0488
EP001057,1,1057,543.75,0.0544
EP001058,1,1058,8987.37,0.8987
EP001059,1,1059,213.65,0.0214
EP001060,1,1060,377.92,0.0378
EP001061,1,1061,71.51,0.0072
EP001062,1,1062,938.25,0.0938
EP001063,1,1063,281.45,0.0281
EP001064,1,1064,138.16,0.0138
EP001065,1,1065,698.86,0.0699
EP001066,1,1066,1655.32,0.1655
EP001067,1,1067,82.87,0.0083
EP001068,1,1068,85.82,0.0086
EP001069,1,1069,58.61,0.0059
EP001070,1,1070,3041.72,0.3042
EP001071,1,1071,87.47,0.0087
EP001072,1,1072,178.95,0.0179
EP001073,1,1073,1091.66,0.1092
EP001074,1,1074,163.73,0.0164
EP001075,1,1075,26.55,0.0027
EP001076,1,1076,225.74,0.0226
EP001077,1,1077,103.27,0.0103
EP001078,1,1078,409.17,0.0409
EP001079,1,1079,1167.85,0.1168
EP001080,1,1080,601.79,0.0602
EP001081,1,1081,4234.97,0.4235
EP001082,1,1082,152.08,0.0152
EP001083,1,1083,49.1,0.0049
EP001084,1,1084,47186.95,4.7187
EP001085,1,1085,10216.95,1.0217
EP001086,1,1086,22.71,0.0023
EP001087,1,1087,3517.12,0.3517
EP001088,1,1088,516.04,0.0516
EP001089,1,1089,431.91,0.0432
EP001090,1,1090,321.5,0.0322
EP001091,1,1091,290.37,0.029
EP001092,1,1092,104.46,0.0104
EP001093,1,1093,62.67,0.0063
EP001094,1,1094,247.13,0.0247
EP001095,1,1095,163.52,0.0164
EP001096,1,1096,4436.82,0.4437
EP001097,1,1097,8841.11,0.8841
EP001098,1,1098,190.53,0.0191
EP001099,1,1099,86.89,0.0087
EP001100,1,1100,76.26,0.0076
EP001101,1,1101,844761.36,84.4761
EP001102,1,1102,1053.15,0.1053
EP001103,1,1103,23.28,0.0023
EP001104,1,1104,13.17,0.0013
EP001105,1,1105,820.37,0.082
EP001106,1,1106,1652.12,0.1652
EP001107,1,1107,18526.07,1.8526
EP001108,1,1108,2908.45,0.2908
EP001109,1,1109,1507.05,0.1507
EP001110,1,1110,31.72,0.0032
EP001111,1,1111,102.72,0.0103
EP001112,1,1112,261.04,0.0261
EP001113,1,1113,96.32,0.0096
EP001114,1,1114,1434.95,0.1435
EP001115,1,1115,0.48,0.0
EP001116,1,1116,1479.4,0.1479
EP001117,1,1117,514.23,0.0514
EP001118,1,1118,31.74,0.0032
EP001119,1,1119,196.78,0.0197
EP001120,1,1120,0.02,0.0
EP001121,1,1121,111.33,0.0111
EP001122,1,1122,907.62,0.0908
EP001123,1,1123,453.91,0.0454
EP001124,1,1124,577.6,0.0578
EP001125,1,1125,8719.2,0.8719
EP001126,1,1126,4775.24,0.4775
EP001127,1,1127,173.11,0.0173
EP001128,1,1128,39395.79,3.9396
EP001129,1,1129,149.56,0.015
EP001130,1,1130,1726.59,0.1727
EP001131,1,1131,549.3,0.0549
EP001132,1,1132,1141.22,0.1141
EP001133,1,1133,223.15,0.0223
EP001134,1,1134,114.68,0.0115
EP001135,1,1135,131.19,0.0131
EP001136,1,1136,3117.45,0.3117
EP001137,1,1137,1594.36,0.1594
EP001138,1,1138,10171.6,1.0172
EP001139,1,1139,500.95,0.0501
EP001140,1,1140,2502.44,0.2502
EP001141,1,1141,2079.54,0.208
EP001142,1,1142,444.72,0.0445
EP001143,1,1143,1062.71,0.1063
EP001144,1,1144,971.5,0.0972
EP001145,1,1145,669.23,0.0669
EP001146,1,1146,927.59,0.0928
EP001147,1,1147,3660.3,0.366
EP001148,1,1148,3879.08,0.3879
EP001149,1,1149,13424.67,1.3425
EP001150,1,1150,55.95,0.0056
EP001151,1,1151,739.29,0.0739
EP001152,1,1152,270.84,0.0271
EP001153,1,1153,28412.03,2.8412
EP001154,1,1154,400.57,0.0401
EP001155,1,1155,197.07,0.0197
EP001156,1,1156,792.57,0.0793
EP001157,1,1157,2263.41,0.2263
EP001158,1,1158,227.11,0.0227
EP001159,1,1159,328.62,0.0329
EP001160,1,1160,2574.76,0.2575
EP001161,1,1161,2782.21,0.2782
EP001162,1,1162,4405.53,0.4406
EP001163,1,1163,17.94,0.0018
EP001164,1,1164,679.02,0.0679
EP001165,1,1165,179.79,0.018
EP001166,1,1166,63.77,0.0064
EP001167,1,1167,774.92,0.0775
EP001168,1,1168,13085.72,1.3086
EP001169,1,1169,786.81,0.0787
EP001170,1,1170,93.7,0.0094
EP001171,1,1171,5476.23,0.5476
EP001172,1,1172,1189.02,0.1189
EP001173,1,1173,505.56,0.0506
EP001174,1,1174,2343.38,0.2343
EP001175,1,1175,231.09,0.0231
EP001176,1,1176,1809.62,0.181
EP001177,1,1177,91.15,0.0091
EP001178,1,1178,175.9,0.0176
EP001179,1,1179,106.97,0.0107
EP001180,1,1180,82.64,0.0083
EP001181,1,1181,572.31,0.0572
EP001182,1,1182,34.99,0.0035
EP001183,1,1183,90.83,0.0091
EP001184,1,1184,110.09,0.011
EP001185,1,1185,136.55,0.0137
EP001186,1,1186,19083.91,1.9084
EP001187,1,1187,16898.24,1.6898
EP001188,1,1188,205.58,0.0206
EP001189,1,1189,262.27,0.0262
EP001190,1,1190,1039.2,0.1039
EP001191,1,1191,5401.88,0.5402
EP001192,1,1192,11.26,0.0011
EP001193,1,1193,45.28,0.0045
EP001194,1,1194,93.64,0.0094
EP001195,1,1195,16740.7,1.6741
EP001196,1,1196,1060.31,0.106
EP001197,1,1197,390.42,0.039
EP001198,1,1198,185.63,0.0186
EP001199,1,1199,412.11,0.0412
EP001200,1,1200,6664.19,0.6664
EP001201,1,1201,3000.98,0.3001
EP001202,1,1202,91.45,0.0091
EP001203,1,1203,3477.66,0.3478
EP001204,1,1204,26.12,0.0026
EP001205,1,1205,4608.08,0.4608
EP001206,1,1206,5048.86,0.5049
EP001207,1,1207,8670.86,0.8671
EP001208,1,1208,3440.48,0.344
EP001209,1,1209,40.86,0.0041
EP001210,1,1210,377.61,0.0378
EP001211,1,1211,1300.89,0.1301
EP001212,1,1212,1187.32,0.1187
EP001213,1,1213,141.92,0.0142
EP001214,1,1214,59.8,0.006
EP001215,1,1215,21532.75,2.1533
EP001216,1,1216,11675.9,1.1676
EP001217,1,1217,300.93,0.0301
EP001218,1,1218,535.21,0.0535
EP001219,1,1219,863.04,0.0863
EP001220,1,1220,135.45,0.0135
EP001221,1,1221,1634.19,0.1634
EP001222,1,1222,1343.33,0.1343
EP001223,1,1223,5093.08,0.5093
EP001224,1,1224,560.12,0.056
EP001225,1,1225,132.49,0.0132
EP001226,1,1226,1042.59,0.1043
EP001227,1,1227,175.55,0.0176
EP001228,1,1228,1282.75,0.1283
EP001229,1,1229,12499.21,1.2499
EP001230,1,1230,357.52,0.0358
EP001231,1,1231,11150.0,1.115
EP001232,1,1232,115.47,0.0115
EP001233,1,1233,61.01,0.0061
EP001234,1,1234,1422.83,0.1423
EP001235,1,1235,24.71,0.0025
EP001236,1,1236,721.14,0.0721
EP001237,1,1237,6886.52,0.6887
EP001238,1,1238,38.89,0.0039
EP001239,1,1239,36.94,0.0037
EP001240,1,1240,159.72,0.016
EP001241,1,1241,25.35,0.0025
EP001242,1,1242,237.47,0.0237
EP001243,1,1243,319339.54,31.934
EP001244,1,1244,41.68,0.0042
EP001245,1,1245,4166.59,0.4167
EP001246,1,1246,20242.98,2.0243
EP001247,1,1247,502.24,0.0502
EP001248,1,1248,52.62,0.0053
EP001249,1,1249,37.77,0.0038
EP001250,1,1250,95458.6,9.5459
EP001251,1,1251,51.92,0.0052
EP001252,1,1252,1167.56,0.1168
EP001253,1,1253,62.77,0.0063
EP001254,1,1254,3052.14,0.3052
EP001255,1,1255,57.64,0.0058
EP001256,1,1256,371.05,0.0371
EP001257,1,1257,275.49,0.0275
EP001258,1,1258,1428.85,0.1429
EP001259,1,1259,215.57,0.0216
EP001260,1,1260,5730.39,0.573
EP001261,1,1261,122.73,0.0123
EP001262,1,1262,40218.38,4.0218
EP001263,1,1263,97.21,0.0097
EP001264,1,1264,77.23,0.0077
EP001265,1,1265,76.51,0.0077
EP001266,1,1266,255.77,0.0256
EP001267,1,1267,204.22,0.0204
EP001268,1,1268,45.15,0.0045
EP001269,1,1269,1716.85,0.1717
EP001270,1,1270,75.91,0.0076
EP001271,1,1271,1801.0,0.1801
EP001272,1,1272,66.74,0.0067
EP001273,1,1273,237.46,0.0237
EP001274,1,1274,276.55,0.0277
EP001275,1,1275,59.56,0.006
EP001276,1,1276,65.22,0.0065
EP001277,1,1277,1926.64,0.1927
EP001278,1,1278,118.7,0.0119
EP001279,1,1279,119.86,0.012
EP001280,1,1280,1536.47,0.1536
EP001281,1,1281,164.42,0.0164
EP001282,1,1282,23439.88,2.344
EP001283,1,1283,552.01,0.0552
EP001284,1,1284,1742.58,0.1743
EP001285,1,1285,669.76,0.067
EP001286,1,1286,39.9,0.004
EP001287,1,1287,249.39,0.0249
EP001288,1,1288,5520.71,0.5521
EP001289,1,1289,522.39,0.0522
EP001290,1,1290,9509.33,0.9509
EP001291,1,1291,8796.7,0.8797
EP001292,1,1292,112902.38,11.2902
EP001293,1,1293,21392.83,2.1393
EP001294,1,1294,76906.63,7.6907
EP001295,1,1295,337.41,0.0337
EP001296,1,1296,1448.05,0.1448
EP001297,1,1297,92.39,0.0092
EP001298,1,1298,7448.2,0.7448
EP001299,1,1299,895.18,0.0895
EP001300,1,1300,1881.05,0.1881
EP001301,1,1301,2513.92,0.2514
EP001302,1,1302,749.73,0.075
EP001303,1,1303,2116.25,0.2116
EP001304,1,1304,530.02,0.053
EP001305,1,1305,90.61,0.0091
EP001306,1,1306,359.1,0.0359
EP001307,1,1307,1694.41,0.1694
EP001308,1,1308,2096.02,0.2096
EP001309,1,1309,1310.31,0.131
EP001310,1,1310,2200.65,0.2201
EP001311,1,1311,97.69,0.0098
EP001312,1,1312,942.73,0.0943
EP001313,1,1313,1053.87,0.1054
EP001314,1,1314,2006.4,0.2006
EP001315,1,1315,966.63,0.0967
EP001316,1,1316,875.07,0.0875
EP001317,1,1317,6905.5,0.6906
EP001318,1,1318,1788.81,0.1789
EP001319,1,1319,3391.69,0.3392
EP001320,1,1320,7084.97,0.7085
EP001321,1,1321,1077.84,0.1078
EP001322,1,1322,26.46,0.0026
EP001323,1,1323,592.79,0.0593
EP001324,1,1324,1005.7,0.1006
EP001325,1,1325,452.23,0.0452
EP001326,1,1326,666.27,0.0666
EP001327,1,1327,29.71,0.003
EP001328,1,1328,560.68,0.0561
EP001329,1,1329,312.05,0.0312
EP001330,1,1330,285.48,0.0285
EP001331,1,1331,2618.39,0.2618
EP001332,1,1332,11015.38,1.1015
EP001333,1,1333,467.63,0.0468
EP001334,1,1334,2051.72,0.2052
EP001335,1,1335,749.07,0.0749
EP001336,1,1336,6544.61,0.6545
EP001337,1,1337,142.29,0.0142
EP001338,1,1338,46435.71,4.6436
EP001339,1,1339,1468.7,0.1469
EP001340,1,1340,211.56,0.0212
EP001341,1,1341,863.88,0.0864
EP001342,1,1342,334.56,0.0335
EP001343,1,1343,15.39,0.0015
EP001344,1,1344,819.97,0.082
EP001345,1,1345,105.55,0.0106
EP001346,1,1346,368.61,0.0369
EP001347,1,1347,2390.52,0.2391
EP001348,1,1348,320.35,0.032
EP001349,1,1349,894.91,0.0895
EP001350,1,1350,10269.97,1.027
EP001351,1,1351,75.28,0.0075
EP001352,1,1352,23.02,0.0023
EP001353,1,1353,169.69,0.017
EP001354,1,1354,143.42,0.0143
EP001355,1,1355,3507.49,0.3507
EP001356,1,1356,90.57,0.0091
EP001357,1,1357,28404.4,2.8404
EP001358,1,1358,44.05,0.0044
EP001359,1,1359,159.72,0.016
EP001360,1,1360,12.86,0.0013
EP001361,1,1361,180.61,0.0181
EP001362,1,1362,5663.05,0.5663
EP001363,1,1363,2672.31,0.2672
EP001364,1,1364,1213.4,0.1213
EP001365,1,1365,29.69,0.003
EP001366,1,1366,235.5,0.0236
EP001367,1,1367,228.47,0.0228
EP001368,1,1368,1623.5,0.1623
EP001369,1,1369,403.82,0.0404
EP001370,1,1370,139.7,0.014
EP001371,1,1371,574.42,0.0574
EP001372,1,1372,690.39,0.069
EP001373,1,1373,246.22,0.0246
EP001374,1,1374,74.87,0.0075
EP001375,1,1375,6947.48,0.6947
EP001376,1,1376,151.76,0.0152
EP001377,1,1377,37.1,0.0037
EP001378,1,1378,17125.05,1.7125
EP001379,1,1379,42.19,0.0042
EP001380,1,1380,2289.12,0.2289
EP001381,1,1381,82866.57,8.2867
EP001382,1,1382,1359.75,0.136
EP001383,1,1383,1600.37,0.16
EP001384,1,1384,524.25,0.0524
EP001385,1,1385,415.83,0.0416
EP001386,1,1386,98.63,0.0099
EP001387,1,1387,126.45,0.0126
EP001388,1,1388,6180.05,0.618
EP001389,1,1389,4621.24,0.4621
EP001390,1,1390,1015.16,0.1015
EP001391,1,1391,182.4,0.0182
EP001392,1,1392,272.4,0.0272
EP001393,1,1393,1995.68,0.1996
EP001394,1,1394,8404.05,0.8404
EP001395,1,1395,1939.66,0.194
EP001396,1,1396,214.72,0.0215
EP001397,1,1397,193.51,0.0194
EP001398,1,1398,73.49,0.0073
EP001399,1,1399,263.53,0.0264
EP001400,1,1400,179.74,0.018
EP001401,1,1401,351.4,0.0351
EP001402,1,1402,191.7,0.0192
EP001403,1,1403,148.89,0.0149
EP001404,1,1404,9018.85,0.9019
EP001405,1,1405,96248.74,9.6249
EP001406,1,1406,103.39,0.0103
EP001407,1,1407,182.33,0.0182
EP001408,1,1408,9052.36,0.9052
EP001409,1,1409,1340.46,0.134
EP001410,1,1410,268.89,0.0269
EP001411,1,1411,84.04,0.0084
EP001412,1,1412,274.34,0.0274
EP001413,1,1413,268.47,0.0268
EP001414,1,1414,111.29,0.0111
EP001415,1,1415,281.16,0.0281
EP001416,1,1416,52991.48,5.2991
EP001417,1,1417,777.2,0.0777
EP001418,1,1418,34109.59,3.411
EP001419,1,1419,700.24,0.07
EP001420,1,1420,782.35,0.0782
EP001421,1,1421,206.81,0.0207
EP001422,1,1422,4304.63,0.4305
EP001423,1,1423,8719.93,0.872
EP001424,1,1424,42.41,0.0042
EP001425,1,1425,29.88,0.003
EP001426,1,1426,108.9,0.0109
EP001427,1,1427,419.73,0.042
EP001428,1,1428,122.9,0.0123
EP001429,1,1429,2863.86,0.2864
EP001430,1,1430,48.67,0.0049
EP001431,1,1431,3257.85,0.3258
EP001432,1,1432,783.32,0.0783
EP001433,1,1433,16736.51,1.6737
EP001434,1,1434,29042.91,2.9043
EP001435,1,1435,242.45,0.0242
EP001436,1,1436,4047.28,0.4047
EP001437,1,1437,198.05,0.0198
EP001438,1,1438,2230.88,0.2231
EP001439,1,1439,416.76,0.0417
EP001440,1,1440,485.92,0.0486
EP001441,1,1441,50.59,0.0051
EP001442,1,1442,192544.84,19.2545
EP001443,1,1443,169358.5,16.9359
EP001444,1,1444,1714.53,0.1715
EP001445,1,1445,517.41,0.0517
EP001446,1,1446,3211.28,0.3211
EP001447,1,1447,4465.92,0.4466
EP001448,1,1448,4424.68,0.4425
EP001449,1,1449,1181.7,0.1182
EP001450,1,1450,991.79,0.0992
EP001451,1,1451,245.99,0.0246
EP001452,1,1452,8444.82,0.8445
EP001453,1,1453,452.04,0.0452
EP001454,1,1454,1922.85,0.1923
EP001455,1,1455,2130.49,0.213
EP001456,1,1456,579.99,0.058
EP001457,1,1457,140.4,0.014
EP001458,1,1458,686.97,0.0687
EP001459,1,1459,114.38,0.0114
EP001460,1,1460,241.64,0.0242
EP001461,1,1461,12501.99,1.2502
EP001462,1,1462,508.87,0.0509
EP001463,1,1463,36.79,0.0037
EP001464,1,1464,1245.8,0.1246
EP001465,1,1465,4535.16,0.4535
EP001466,1,1466,8731.26,0.8731
EP001467,1,1467,3630.09,0.363
EP001468,1,1468,616.53,0.0617
EP001469,1,1469,8481.85,0.8482
EP001470,1,1470,1032.53,0.1033
EP001471,1,1471,131.56,0.0132
EP001472,1,1472,696.26,0.0696
EP001473,1,1473,868.8,0.0869
