comp_cine_id,comp_cine_nombre,comp_cine_fecha_fundacion,comp_cine_adscripcion,comp_cine_npantallas,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,comp_cine_calle_numero,comp_cine_colonia,comp_cine_cp,comp_cine_telfono1,comp_cine_pagina_web,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
571,"Cinemex Parque Delta Platino ","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","6",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Cuauhtémoc 462 esq. Obrero Mundial","Col. Narvarte","03020","","",-99.15363,19.40224,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=571","2022-09-26 07:23:20-05"
85,"Cinemex Universidad","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","12",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Universidad 740 esq. Miguel Laurent","Col. Del Valle","03310","","",-99.16305,19.3732,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=85","2022-09-27 05:40:32-05"
461,"Cinemex Félix Cuevas Platino","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","7",9,"Ciudad de México",14,"Benito Juárez",1,"Benito Juárez","Av. Félix Cuevas 374","Col. Del Valle","03100","","",-99.17292,19.3731,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=461","2022-09-28 03:10:38-05"
100,"Cinemex Real","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","8",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Colón 17 esq. Balderas y Reforma","Centro","06440","","",-99.14735,19.4363,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=100","2022-09-27 06:36:47-05"
469,"Cinépolis Fórum Buenavista","1000-01-01","Cinépolis de México, S.A. de C.V.","16",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Eje 1 Norte Mosqueta 259 esq. Insurguentes","Col. Buenavista","06350","","",-99.15133,19.4515,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=469","2022-08-23 05:23:00-05"
788,"Cine Savoy","1943-01-01","Independiente","1",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","16 de Septiembre núm. 4","Centro","06010","","",-99.14049,19.43286,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=788","2022-08-01 16:01:33-05"
1056,"Cinemex Portal Centro","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","9",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Lorenzo Boturini 258 esq. Francisco Clavijero","Col. Tránsito","06820","","",-99.13035,19.41898,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=1056","2022-09-27 06:24:27-05"
1055,"Cinépolis Plaza Tlatelolco","1000-01-01","Cinépolis de México, S.A. de C.V.","5",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Ricardo Flores Magón 210","Col. Guerrero","06300","","",-99.14087,19.45065,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=1055","2022-09-30 08:54:14-05"
101,"Cinépolis Diana","1000-01-01","Cinépolis de México, S.A. de C.V.","8",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Paseo de la Reforma 423","Col. Cuauhtémoc","06500","","",-99.17158,19.42588,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=101","2022-10-05 05:33:46-05"
468,"Cinemex Reforma Casa de Arte ","1000-01-01","Operadora de AP CineMall S.A. de C.V.","4",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Río Guadalquivir 104","Col. Cuauhtémoc","06500","","",-99.1693,19.42738,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=468","2025-08-14 13:29:16-06"
102,"Cinemex Centro Telmex","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","10",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Chapultepec 19 esq. Av. Cuauhtémoc","Col. Roma Sur","06700","","",-99.15482,19.42524,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=102","2022-09-27 05:39:18-05"
924,"Cine Más Allá (CCD)","2012-01-01","Centro de Cultura Digital de la Secretaría de Cultura","1",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Paseo de Reforma s/n esq. Lieja","Col. Juárez","06600","","",-99.17574,19.42289,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=924","2026-01-29 17:39:45-06"
103,"Cinemex Reforma 222","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","11",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Paseo de la Reforma 222","Col. Juárez","06600","","",-99.16146,19.42844,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=103","2022-09-26 07:22:49-05"
1172,"Cinépolis Puerta Tlatelolco","1000-01-01","Cinépolis de México, S.A. de C.V.","0",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Eje 2 Norte Manuel González 95 "," Col. San Simón Tolnáhuac","06920","","",-99.14276,19.45497,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=1172","2022-10-10 05:37:31-05"
98,"Cinépolis Bucareli","1000-01-01","Cinépolis de México, S.A. de C.V.","6",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Bucareli 63","Col. Juárez","06600","","",-99.15141,19.43188,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=98","2022-10-10 04:27:26-05"
938,"Auto Drive Cinema, Insurgentes","1000-01-01","Drive Cinema S.A. de C.V.","1",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Insurgentes 14","Col. Hipódromo","06600","","",-99.16017,19.42932,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=938","2022-08-02 12:31:02-05"
472,"Le Cinéma Ifal","1000-01-01","Independiente","1",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Río Nazas 43","Col. Cuauhtémoc","06500","","",-99.16686,19.43269,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=472","2023-04-03 05:10:48-06"
105,"Cinemex Cuauhtémoc","1989-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","12",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Pabellón Cuauhtémoc, Antonio M. Anza 20","Col. Roma","06720","","",-99.15573,19.41153,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=105","2022-10-18 14:06:13-05"
99,"Cinemex Insurgentes","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","7",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","San Luis Potosí esq. Insurgentes 214","Col. Roma","06760","","",-99.16608,19.41272,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=99","2022-09-27 06:21:13-05"
471,"La Casa del Cine MX","1000-01-01","Independiente","2",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","República de Uruguay 52","Centro Histórico","06000","","",-99.13777,19.43078,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=471","2022-08-08 06:40:18-05"
470,"Cine Tonalá","1000-01-01","Independiente","1",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Tonalá 261","Col. Roma","06760","","",-99.16051,19.40886,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=470","2022-08-09 06:54:53-05"
127,"Cinemex Antara","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","8",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Av. Ejército Nacional 843-B","Col. Granada","11520","","",-99.20378,19.43922,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=127","2022-09-26 18:21:29-05"
126,"Cinemex Pabellón Polanco","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","7",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Ejército Nacional 980","Col. Chapultepec Morales","11560","","",-99.20746,19.43709,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=126","2022-09-27 07:00:07-05"
479,"Cinépolis Plaza Carso","1000-01-01","Cinépolis de México, S.A. de C.V.","5",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Lago Zúrich 245","Col. Ampliación Granada","11529","","",-99.20412,19.44152,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=479","2022-09-30 03:51:20-05"
476,"Cinemex Antara Platino","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","4",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Av. Ejercito Nacional 843-B","Col. Granada","11520","","",-99.20376,19.43928,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=476","2022-09-27 04:27:18-05"
124,"Cinemex Duraznos Platino ","2010-09-01","Cadena Mexicana de Exhibición, S.A. de C.V.","5",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Bosques de Duraznos 39","Col. Bosques de las Lomas","11700","","",-99.24289,19.40248,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=124","2023-11-23 06:51:14-06"
573,"Cinemex Pabellón Polanco Platino","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","4",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Av. Ejercito Nacional 980","Col. Chapultepec Morales","11560","","",-99.20747,19.43707,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=573","2022-09-27 04:41:40-05"
128,"Cinemex Galerías","1000-01-01","Cadena Mexicana de Exhibición, S.A. de C.V.","10",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Circuito Interior esq. Marina Nacional","Col. Verónica Anzúres","11300","","",-99.17118,19.43536,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=128","2022-09-30 09:08:39-05"
915,"Autocinema Coyote, Polanco","1000-01-01","Autocinema Coyote SA de CV","1",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Lago Zurich 200","Col. Granada","11529","","",-459.20256,19.44428,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=915","2022-10-14 05:05:48-05"
478,"Cinépolis VIP Plaza Carso","1000-01-01","Cinépolis de México, S.A. de C.V.","4",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Lago Zúrich 245","Col. Ampliación Granada","11529","","",-99.20411,19.44156,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=478","2023-10-11 04:13:28-06"
477,"Cinépolis VIP Miyana Polanco","1000-01-01","Cinépolis de México, S.A. de C.V.","7",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Av. Ejercito Nacional 769","Col. Granada","11570","","",-99.1999,19.43958,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=477","2022-09-30 12:29:58-05"
133,"Cinépolis Plaza Aeropuerto","1000-01-01","Cinépolis de México, S.A. de C.V.","11",9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza","Calz. Gral. Ignacio Zaragoza 270","Col. Santa Cruz Aviación","15540","","",-99.09681,19.42156,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=133","2022-10-05 08:27:30-05"
998,"Cinépolis Ánfora","1000-01-01","Cinépolis de México, S.A. de C.V.","7",9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza","Ánfora 71","Col. Penitenciaría","15390","","",-99.10979,19.43602,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=998","2023-11-24 06:39:28-06"
993,"Cinemex Encuentro Oceanía","2022-06-16","Cadena Mexicana de Exhibición, S.A. de C.V.","15",9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza","Av. del Peñon 355","Col. Moctezuma 2da secc.","15530","","",-99.09338,19.44023,"http://sic.gob.mx/ficha.php?table=comp_cine&table_id=993","2022-09-27 06:35:53-05"
