Registro origen,ID,CLEE,Establecimiento,Razón social,Código SCIAN,Actividad SCIAN,Categoría del proyecto,Subcategoría,Sector,Alcance,Regla de inclusión,Palabras clave detectadas,Es hospital,Es sanatorio (por nombre),Es clínica o consultorio,Es salud mental o psicológica,Es farmacia,Es residencia o cuidado,Revisión manual,Motivo de revisión,Personal ocupado,Tipo de unidad económica,Alcaldía,Localidad,Asentamiento,Código postal,Código postal válido,Tipo de vialidad,Vialidad,Número exterior,Clave geográfica AGEB,AGEB,Manzana,Latitud,Longitud,Coordenadas válidas,Fecha de alta DENUE,Año de alta DENUE,Versión SCIAN declarada,Año de datos,Mes de corte,Edición DENUE,Archivo fuente
300970,683216,09002623312000016001000000U9,CASA HOGAR VICENTE GARCIA TORRES,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,623312,Asilos y otras residencias del sector público para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Público,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,11 a 30 personas,Fijo,Azcapotzalco,Azcapotzalco,SAN ÁLVARO,02090,1,AVENIDA,AZCAPOTZALCO,59,0900200010792,0792,011,19.46116995,-99.18835276,1,2014-12,2014,2018,2026,05,2026-05,denue_09_shp.zip
324084,667589,09002623311000044001000000U3,INSTITUCION DE ASISTENCIA PRIVADA CASA BETTI,INSTITUCION DE ASISTENCIA PRIVADA CASA BETTI,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,31 a 50 personas,Fijo,Azcapotzalco,Azcapotzalco,SAN SEBASTIÁN,02040,1,CALLE,SAN SEBASTIAN,82,0900200010345,0345,005,19.48092934,-99.18054327,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
320192,9300061,09002623311000054001000000U2,RESIDENCIA TEODORO GILDRED,FUNDACION BRINGAS HAGHENBECK,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,0 a 5 personas,Fijo,Azcapotzalco,Azcapotzalco,SAN SEBASTIÁN,02040,1,CALLE,SAN SEBASTIAN,110,0900200010345,0345,005,19.48065456,-99.17966845,1,2020-11,2020,2018,2026,05,2026-05,denue_09_shp.zip
325373,658173,09002623311000021000000000U1,TERCER HOGAR,TERCER HOGAR,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,6 a 10 personas,Fijo,Azcapotzalco,Azcapotzalco,CLAVERÍA,02080,1,CALLE,IGNACIO ALLENDE,286,0900200010699,0699,002,19.46902579,-99.17902156,1,2011-03,2011,2018,2026,05,2026-05,denue_09_shp.zip
304608,870866,09014623312000023000000000U0,ALBERGUE ALABAMA,INAPAM SEDESOL,623312,Asilos y otras residencias del sector público para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Público,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,11 a 30 personas,Fijo,Benito Juárez,Benito Juárez,NÁPOLES,03810,1,CALLE,ALABAMA,17,0901400010384,0384,011,19.39133917,-99.17411254,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
304296,869108,09014623992000033001000000U8,ALBERGUE NEBRASKA,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,623312,Asilos y otras residencias del sector público para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Público,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,11 a 30 personas,Fijo,Benito Juárez,Benito Juárez,NÁPOLES,03810,1,CALLE,NEBRASKA,180,0901400010204,0204,006,19.39538862,-99.17697498,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
305539,8539687,09014623311000262001000000U6,ASILO CASA DE LAS LUNAS VALLE,LORENZO ALDECO,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,11 a 30 personas,Fijo,Benito Juárez,Benito Juárez,LETRÁN VALLE,03650,1,CALLE,EDZNA,203,0901400010632,0632,012,19.37523172,-99.1497922,1,2019-11,2019,2018,2026,05,2026-05,denue_09_shp.zip
300937,901605,09014623311000173001000000U5,CASA DE REPOSO,FUNDACION DOLORES BENEDET,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,6 a 10 personas,Fijo,Benito Juárez,Benito Juárez,IZTACCÍHUATL,03520,1,CALLE,RALPH ROEDER,2824,0901400010312,0312,009,19.39042064,-99.13397687,1,2014-12,2014,2018,2026,05,2026-05,denue_09_shp.zip
300905,954093,09014623311000143001000000U8,CASA DEL ACTOR IAP MARIO MORENO,CASA DEL ACTOR MARIO MORENO,623312,Asilos y otras residencias del sector público para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Público,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,31 a 50 personas,Fijo,Benito Juárez,Benito Juárez,MIXCOAC,03910,1,CALLE,TIZIANO,34,0901400010685,0685,004,19.37380192,-99.19044921,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
301090,954990,09014623311000093000000000U5,CASA HOGAR CENTRO DE ATENCION GERIATRICA,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,11 a 30 personas,Fijo,Benito Juárez,Benito Juárez,SAN JOSÉ INSURGENTES,03900,1,CALLE,ACORDADA,62,0901400010897,0897,017,19.36862773,-99.18357633,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
300972,959818,09014623311000103002000000U2,CASA HOGAR UNGRANITO DE ARENA,UN GRANITO DE ARENA,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,11 a 30 personas,Fijo,Benito Juárez,Benito Juárez,DEL VALLE NORTE,03020,1,CALLE,NICOLAS SAN JUAN,515,0901400010257,0257,023,19.39365026,-99.16118262,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
329038,934690,09014623311000191002000000U7,ESTANCIA PARA ANCIANAS NUESTRA SEÑORA DE GUADALUPE,ESTANCIA PARA ANCIANAS NUESTRA SEÑORA DE GUADALUPE,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,11 a 30 personas,Fijo,Benito Juárez,Benito Juárez,SAN JOSÉ INSURGENTES,03900,1,CALLE,CALLE DEL ANGEL,43,090140001090A,090A,020,19.36762828,-99.18408061,1,2014-12,2014,2018,2026,05,2026-05,denue_09_shp.zip
320173,955353,09014623311000072100000000U9,RESIDENCIA LOS ANGELES,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,NO,,6 a 10 personas,Fijo,Benito Juárez,Benito Juárez,RESIDENCIAL EMPERADORES,03320,1,PRIVADA,EMPERADORES,293,0901400010844,0844,015,19.36809318,-99.15869736,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
320193,6317831,09014623991000155000000000U1,RESIDENCIA VILLAZUL,OPERADORA DE RESIDENCIAS,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,Salud,Asilo o residencia para personas mayores,Privado,Complementario,Código SCIAN de residencia o asistencia relacionada,,0,0,0,0,0,1,SI,Código postal faltante o inválido,101 a 250 personas,Fijo,Benito Juárez,Benito Juárez,DEL VALLE NORTE,3103,0,CALLE,LA MORENA,415,090140001005A,005A,003,19.39875475,-99.16214724,1,2010-07,2010,2018,2026,05,2026-05,denue_09_shp.zip
