CLAVE_ID,NOMBRE_PILARES*,ESTATUS,REGION,ALCALDIA,LATITUD,LONGITUD
159_NT_GAM,OCEANÍA,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.45127287,-99.08061815
160_NT_GAM,COMPOSITORES MEXICANOS,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.56692477,-99.13931264
161_NT_GAM,CUCHILLA DEL TESORO,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.44843997,-99.05277572
162_NT_GAM,ESTRELLA,02. RECIBIDO SECTEI,NORTE,GUSTAVO A. MADERO,19.47593454,-99.11571392
163_NT_GAM,GERTRUDIS SANCHEZ,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.46403443,-99.10120262
164_NT_GAM,GRAN CANAL ,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.48054514,-99.08919728
165_NT_GAM,HEROES DE CERRO PRIETO,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.45255566,-99.09698543
166_NT_GAM,JOYA DE NIEVES,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.5592039,-99.11799615
167_NT_GAM,REVOLUCIÓN,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.54093082,-99.14217832
168_NT_GAM,ARAGON VI,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.46665897,-99.06571685
169_NT_GAM,ARAGON VII,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.471326,-99.0751677
170_NT_GAM,TABLAS DE SAN AGUSTÍN,02. RECIBIDO SECTEI,NORTE,GUSTAVO A. MADERO,19.46344957,-99.11364365
171_NT_GAM,TOKIO,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.57650442,-99.1349827
172_NT_GAM,TRES ESTRELLAS,02. RECIBIDO SECTEI,NORTE,GUSTAVO A. MADERO,19.47133213,-99.11102019
173_IZ_IZP,EL MOLINO,01. EN OPERACIÓN,IZTAPALAPA,IZTAPALAPA,19.29212523,-99.0624433
174_IZ_IZP,PARQUE PATOLLI,03. OBRA CONCLUIDA-SIN RECIBIR,IZTAPALAPA,IZTAPALAPA,19.36941332,-99.00866961
175_IZ_IZP,PLAZA DE LOS JÓVENES,01. EN OPERACIÓN,IZTAPALAPA,IZTAPALAPA,19.33174321,-99.01737661
176_IZ_IZP,REFORMA POLÍTICA,01. EN OPERACIÓN,IZTAPALAPA,IZTAPALAPA,19.34383683,-99.03173311
177_PT_MIH,CASA AMARILLA,01. EN OPERACIÓN,PONIENTE,MIGUEL HIDALGO,19.40631921,-99.18927986
178_PT_MIH,PARQUE SALESIANO,01. EN OPERACIÓN,PONIENTE,MIGUEL HIDALGO,19.44771018,-99.17716809
179_SU_MIA,SAN PABLO OZTOTEPEC,01. EN OPERACIÓN,SUR,MILPA ALTA,19.18325576,-99.07519805
180_SU_MIA,MIACATLÁN,01. EN OPERACIÓN,SUR,MILPA ALTA,19.19317313,-99.00978302
181_SU_MIA,SAN JUAN TEPENAHUAC,01. EN OPERACIÓN,SUR,MILPA ALTA,19.18720959,-98.99413117
182_SU_MIA,MILPA ALTA ,03. OBRA CONCLUIDA-SIN RECIBIR,SUR,MILPA ALTA,19.19367282,-99.01897148
183_SP_TLP,SAN LORENZO HUIPULCO,01. EN OPERACIÓN,SUR PONIENTE,TLALPAN,19.3010403,-99.14712648
184_SP_TLP,SAN MIGUEL AJUSCO,03. OBRA CONCLUIDA-SIN RECIBIR,SUR PONIENTE,TLALPAN,19.22885784,-99.19511568
185_CO_IZT,SANTA ANITA,01. EN OPERACIÓN,CENTRO ORIENTE,IZTACALCO,19.40381943,-99.12153088
186_CO_VCA,PARQUE VELODROMO,01. EN OPERACIÓN,CENTRO ORIENTE,VENUSTIANO CARRANZA,19.41056743,-99.10257134
187_SU_XOC,SAN LORENZO ATEMOAYA,01. EN OPERACIÓN,SUR,XOCHIMILCO,19.2444674,-99.10146192
188_PT_AOB,MERCED GÓMEZ,04. EN OBRA,PONIENTE,ALVARO OBREGON,19.36649208,-99.19612849
189_PT_AOB,LA COMUNA ÁLVARO OBREGÓN,04. EN OBRA,PONIENTE,ALVARO OBREGON,19.37282578,-99.21379404
190_PT_AOB,LOMAS DE BECERRA,04. EN OBRA,PONIENTE,ALVARO OBREGON,19.38609525,-99.21841204
191_NT_AZC,CEYLAN,04. EN OBRA,NORTE,AZCAPOTZALCO,19.4777922,-99.1630695
192_NT_AZC,REAL DE SAN MARTÍN,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,AZCAPOTZALCO,19.49755297,-99.18781516
193_NT_AZC,ELECTRICISTAS,04. EN OBRA,NORTE,AZCAPOTZALCO,19.47569136,-99.17979264
194_NT_AZC,TEPANTONGO,04. EN OBRA,NORTE,AZCAPOTZALCO,19.48972772,-99.18604239
195_CO_BEJ,DEPORTIVO ARNAIZ,04. EN OBRA,CENTRO ORIENTE,BENITO JUAREZ,19.3834868,-99.18754062
196_SP_COY,FAMILIA MAZA DE JUAREZ,04. EN OBRA,SUR PONIENTE,COYOACAN,19.33215197,-99.17112606
197_CO_CUH,TRÁNSITO,04. EN OBRA,CENTRO ORIENTE,CUAUHTEMOC,19.42260423,-99.13274068
198_NT_GAM,AMPLIACIÓN PROVIDENCIA,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.478828,-99.070163
199_NT_GAM,BOSQUE DE ARAGÓN,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.46357851,-99.07888781
200_NT_GAM,SANTIAGO ATZACOALCO,04. EN OBRA,NORTE,GUSTAVO A. MADERO,19.498347,-99.097498
201_NT_GAM,CASTILLO CHICO,04. EN OBRA,NORTE,GUSTAVO A. MADERO,19.5399227,-99.13416574
202_NT_GAM,GIRASOL,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.55957536,-99.14715459
203_NT_GAM,TIXTLA,02. RECIBIDO SECTEI,NORTE,GUSTAVO A. MADERO,19.500859,-99.100442
204_NT_GAM,IXHUATEPEC,04. EN OBRA,NORTE,GUSTAVO A. MADERO,19.508763,-99.108614
205_NT_GAM,MALACATES,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.575041,-99.128621
206_NT_GAM,MARTÍN CARRERA,04. EN OBRA,NORTE,GUSTAVO A. MADERO,19.4855962,-99.11314966
207_NT_GAM,SALVADOR DIAZ MIRON,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.488118,-99.09937
208_NT_GAM,ARAGON II,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.4544087,-99.085515
209_NT_GAM,SANTA MARIA TICOMAN,02. RECIBIDO SECTEI,NORTE,GUSTAVO A. MADERO,19.516494,-99.133333
210_NT_GAM,PROGRESO NACIONAL,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.51633286,-99.1528185
211_NT_GAM,PROVIDENCIA,03. OBRA CONCLUIDA-SIN RECIBIR,NORTE,GUSTAVO A. MADERO,19.48466,-99.070618
212_NT_GAM,VILLA DE ARAGÓN,01. EN OPERACIÓN,NORTE,GUSTAVO A. MADERO,19.46282411,-99.05811859
213_CO_IZT,AGRÍCOLA ORIENTAL,03. OBRA CONCLUIDA-SIN RECIBIR,CENTRO ORIENTE,IZTACALCO,19.38489394,-99.06595309
214_CO_IZT,TECMA,01. EN OPERACIÓN,CENTRO ORIENTE,IZTACALCO,19.38827144,-99.11608172
215_IZ_IZP,APATLACO,01. EN OPERACIÓN,IZTAPALAPA,IZTAPALAPA,19.38175804,-99.11482218
216_IZ_IZP,SANTA MARÍA AZTAHUACÁN II,04. EN OBRA,IZTAPALAPA,IZTAPALAPA,19.35385058,-99.03550478
217_IZ_IZP,LEYES DE REFORMA III SECCIÓN 2,04. EN OBRA,IZTAPALAPA,IZTAPALAPA,19.37470532,-99.06293757
218_IZ_IZP,CALMECAC,01. EN OPERACIÓN,IZTAPALAPA,IZTAPALAPA,19.3340288,-98.99695666
219_IZ_IZP,EJÉRCITO DE ORIENTE ZONA PEÑÓN,03. OBRA CONCLUIDA-SIN RECIBIR,IZTAPALAPA,IZTAPALAPA,19.3670866,-99.02808348
220_IZ_IZP,SANTA MARÍA TOMATLÁN,02. RECIBIDO SECTEI,IZTAPALAPA,IZTAPALAPA,19.3221202,-99.09993204
221_IZ_IZP,PARQUE NACIONAL,03. OBRA CONCLUIDA-SIN RECIBIR,IZTAPALAPA,IZTAPALAPA,19.33004767,-99.09355165
222_IZ_IZP,EJÉRCITO DE AGUA PRIETA,01. EN OPERACIÓN,IZTAPALAPA,IZTAPALAPA,19.36626809,-99.03989584
223_IZ_IZP,LA COMUNA IZTAPALAPA,04. EN OBRA,IZTAPALAPA,IZTAPALAPA,19.32682524,-99.03964513
224_IZ_IZP,LOMAS DE LA ESTANCIA,01. EN OPERACIÓN,IZTAPALAPA,IZTAPALAPA,19.34040294,-99.00764514
225_IZ_IZP,PRESIDENTES DE MÉXICO,04. EN OBRA,IZTAPALAPA,IZTAPALAPA,19.33241637,-99.05674418
226_IZ_IZP,SAN ANDRÉS TETEPILCO,03. OBRA CONCLUIDA-SIN RECIBIR,IZTAPALAPA,IZTAPALAPA,19.36890082,-99.13090039
227_IZ_IZP,SAN LORENZO TEZONCO,03. OBRA CONCLUIDA-SIN RECIBIR,IZTAPALAPA,IZTAPALAPA,19.30637494,-99.0648227
228_IZ_IZP,DESARROLLO URBANO QUETZALCÓATL,04. EN OBRA,IZTAPALAPA,IZTAPALAPA,19.33724315,-99.04646976
229_SP_MAC,LA CAÑADA,03. OBRA CONCLUIDA-SIN RECIBIR,SUR PONIENTE,LA MAGDALENA CONTRERAS,19.30077342,-99.24977844
230_SP_MAC,SAN FRANCISCO,01. EN OPERACIÓN,SUR PONIENTE,LA MAGDALENA CONTRERAS,19.31228931,-99.23337213
231_SP_MAC,SAN BERNABÉ OCOTEPEC,04. EN OBRA,SUR PONIENTE,LA MAGDALENA CONTRERAS,19.32070981,-99.25823773
232_SP_MAC,PRIANI,03. OBRA CONCLUIDA-SIN RECIBIR,SUR PONIENTE,LA MAGDALENA CONTRERAS,19.30641095,-99.23301367
233_SP_MAC,TIERRA UNIDA,04. EN OBRA,SUR PONIENTE,LA MAGDALENA CONTRERAS,19.30227258,-99.27006134
234_SU_MIA,SAN LORENZO TLACOYUCAN,02. RECIBIDO SECTEI,SUR,MILPA ALTA,19.17755514,-99.03019848
235_SU_TLH,QUETZALCÓATL,04. EN OBRA,SUR,TLAHUAC,19.29496771,-99.01365631
236_SU_TLH,SAN NICOLÁS TETELCO,04. EN OBRA,SUR,TLAHUAC,19.21770009,-98.97245802
237_SU_TLH,SANTA CATARINA,01. EN OPERACIÓN,SUR,TLAHUAC,19.31896263,-98.96222029
238_SU_TLH,SELENE,02. RECIBIDO SECTEI,SUR,TLAHUAC,19.29557385,-98.9978816
239_SU_TLH,TIERRA BLANCA,01. EN OPERACIÓN,SUR,TLAHUAC,19.239282,-99.005133
240_SP_TLP,METROPOLITANA BOSQUES,03. OBRA CONCLUIDA-SIN RECIBIR,SUR PONIENTE,TLALPAN,19.2706929,-99.24339629
241_SP_TLP,LOMAS DE PADIERNA-SAN NICOLÁS,02. RECIBIDO SECTEI,SUR PONIENTE,TLALPAN,19.29118047,-99.23003023
242_SP_TLP,MIGUEL HIDALGO,01. EN OPERACIÓN,SUR PONIENTE,TLALPAN,19.2847135,-99.1958988
243_SP_TLP,ZAPOTE,04. EN OBRA,SUR PONIENTE,TLALPAN,19.3002699,-99.17884177
244_SP_TLP,PEDREGAL DE LAS ÁGUILAS,04. EN OBRA,SUR PONIENTE,TLALPAN,19.27208354,-99.17621361
245_SP_TLP,LOMAS DE CUILOTEPEC,04. EN OBRA,SUR PONIENTE,TLALPAN,19.27237446,-99.23364075
246_SP_TLP,TEPEXIMILPA,04. EN OBRA,SUR PONIENTE,TLALPAN,19.27282216,-99.19047259
