tipo_cultural,adscripcion,registros,tipo_gestion,criterio_clasificacion,revision_manual,motivo_revision,fuente_revision,nota_revision
TEATRO,"Compañía de Teatro de Árbol, A.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Confederación de Trabajadores de México (CTM),1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,Congreso del Trabajo,1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,"Contigo America Institución Teatral Independiente, A.C. ",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Delegación Azcapotzalco,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Delegación Miguel Hidalgo,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,"Delegación Venustiano Carranza, Gobierno del Distrito Federal",1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Delegación Zona Regional Sur del ISSSTE/Subdirección de Acción Cultural,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,"El Círculo Teatral, S.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Federación de Sindicatos de Trabajadores al Servicio del Estado,1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,Fideicomiso de administración de Teatros y salas de espectáculos del IMSS,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno de la Ciudad de México,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno de la Ciudad de México/Alcaldía Benito Juárez,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno de la Ciudad de México/Alcaldía Gustavo A. Madero,2,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno de la Ciudad de México/Secretaría del Medio Ambiente/Centro de Convivencia Infantil,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno de la ciudad de México/Alcaldía Coyoacán,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno de la ciudad de México/Centro Cultural San Ángel,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno del Distrito Federal / Delegación Cuauhtémoc,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gobierno del Distrito Federal/Delegación Venustiano Carranza/Deportivo José María Pino Suárez,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Gou Producciones,3,PRIVADO,CLASIFICACION_EXPLICITA,NO,,,
TEATRO,Grupo CARSO/OCESA,1,PRIVADO,CLASIFICACION_EXPLICITA,NO,,,
TEATRO,"Grupo Gomo, Coorporativo de la Sala Chopin",1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,Grupo Indie Rocks,1,PRIVADO,CLASIFICACION_EXPLICITA,NO,,,
TEATRO,Grupo Litoral,1,PRIVADO,CLASIFICACION_EXPLICITA,NO,,,
TEATRO,IMSS,2,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,"Instituto Cultural Helénico, A.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Instituto Francés de América Latina (IFAL),1,PUBLICO,REVISION_MANUAL,NO,,,
TEATRO,Instituto Mexicano del Seguro Social (IMSS),6,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,"La Casa del Teatro, A.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Lotería Nacional para la Asistencia Pública,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,"Operadora de Centros de Espectáculos, S.A.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Particular,3,PRIVADO,CLASIFICACION_EXPLICITA,NO,,,
TEATRO,"Patronato de la Casa de Cultura de Tamaulipas, A.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,"Polyforum Cultural Siqueiros, A.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Privado,2,PRIVADO,CLASIFICACION_EXPLICITA,NO,,,
TEATRO,"Producciones Mafe, S.A. de C.V.",4,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,"Realzando Ideas, A.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,SIN ADSCRIPCION,19,NO_DETERMINADO,SIN_ADSCRIPCION,SI,No existe adscripción disponible para determinar el tipo de gestión.,,
TEATRO,SOGEM/Centro Cultural José María Fernández Unsaín,1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,Secretaría de Cultura,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura /CENART,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura /CENART/Escuela Nacional de Danza Clásica y Contemporánea,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura /INBAL,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura Federal/Biblioteca de México,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura Federal/Centro Cultural Helénico,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura Federal/INBA/Centro Cultural del Bosque,4,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura de la Ciudad de México,2,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura de la Ciudad de México/Coordinación del Sistema de Teatros,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura del Gobierno Federal,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura del Gobierno de la Ciudad de México,2,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura/Centro Cultural Helénico,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura/Centro Nacional de las Artes (CENART),3,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura/Centro Nacional de las Artes (CENART)/Escuela Nacional de Arte Teatral,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura/Cineteca Nacional,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura/INBA,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura/INBA/Centro Cultural del Bosque,4,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Secretaría de Cultura/INBA/Compañía Nacional de Teatro,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Seminario de Cultura Mexicana,1,PUBLICO,REVISION_EXTERNA,NO,,Ley Orgánica del Seminario de Cultura Mexicana / SCM,Institución creada mediante legislación federal y vinculada institucionalmente con la SEP.
TEATRO,Sindicato de Trabajadores Ferrocarrileros de la República Mexicana (STFRM),1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,"Sindicato de Trabajadores Mineros, Metalúrgicos y Similares de la R.M.",1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,Sindicato Único de Trabajadores del Gobierno del Distrito Federal Sección 21,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,Sociedad General de Escritores de México (SOGEM)/Centro Cultural José María Fernández Unsaín,1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,Sociedad General de Escritores de México SOGEM,1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,Subdirección de Acción Cultural del ISSSTE/Sindicato Nacional de los Trabajadores,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,"Teatro de Papel, A.C.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,Telemakia Teatro,1,PRIVADO,CLASIFICACION_EXPLICITA,NO,,,
TEATRO,Teletec,1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,"Televisa, S.A. de C.V.",1,PRIVADO,EVIDENCIA_INSTITUCIONAL_PRIVADA,NO,,,
TEATRO,UAM/Coordinación General de Difusión,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM / Dirección de Teatro,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Antiguo Colegio de San Ildefonso,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Casa del Lago Juan José Arreola,2,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Centro Cultural Universitario,2,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Centro Cultural Universitario/Museo de las Ciencias Universum,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Colegio de Literatura Dramática y Teatro,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Facultad de Arquitectura,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Facultad de Filosofía y Letras/Colegio de Literatura Dramática y Teatro,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO,UNAM/Radio UNAM,1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
TEATRO," Unidad Cultural y Recreativa, Sindicato Nacional de Trabajadores del Seguro Social (SNTSS)",1,PRIVADO,REVISION_MANUAL,NO,,,
TEATRO,"Universidad Autónoma Metropolitana, Unidad Iztapalapa",1,PUBLICO,EVIDENCIA_INSTITUCIONAL_PUBLICA,NO,,,
