Registro origen,ID,CLEE,Establecimiento,Razón social,Código SCIAN,Actividad SCIAN,Categoría del proyecto,Subcategoría,Población objetivo estimada,Sector,Alcance,Dedicación a infancias,Regla de inclusión,Palabras clave detectadas,Es guardería o estancia infantil,Es preescolar,Es primaria,Es secundaria,Es escuela de varios niveles,Es educación especial,Es media superior o técnica,Es formación complementaria,Es club o deporte,Es recreación o cultura infantil,Es apoyo social o residencia,Enfoque primera infancia,Revisión manual,Motivo de revisión,Personal ocupado,Tipo de unidad económica,Alcaldía,Localidad,Asentamiento,Código postal,Código postal válido,Tipo de vialidad,Vialidad,Número exterior,Clave geográfica AGEB,AGEB,Manzana,Latitud,Longitud,Coordenadas válidas,Fecha de alta DENUE,Año de alta DENUE,Versión SCIAN declarada,Año de datos,Mes de corte,Edición DENUE,Archivo fuente
265731,987920,,LUDOTECA LUDO KIDS,,519121,Bibliotecas y archivos del sector privado,Infancias,Biblioteca infantil o juvenil (por nombre),Probable niñez o adolescencia; verificar,Privado,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,KID | LUDOTECA,0,0,0,0,0,0,0,0,0,1,0,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Xochimilco,Xochimilco,XALTOCAN,16090,1,CALLE,SELVA,0,090130001025A,025A,022,19.25652433,-99.1043672,1,2014-12,2014,2018,2018,11,2018-11,denue_09_1118_shp.zip
340779,6704917,,SMART FIT,"LATAMGYM, S.A.P.I. DE CV",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",6 a 10 personas,Fijo,Azcapotzalco,Azcapotzalco,SAN PEDRO XALPA,02710,1,CALLE,DE LAS ARMAS,315,0900200011080,1080,001,19.48645513,-99.21735884,1,2016-01,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
340128,6702283,,SMART FIT LAS ARMAS,"LATAMGYM, S.A.P.I. DE C.V.",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto | Código postal faltante o inválido",11 a 30 personas,Fijo,Azcapotzalco,Azcapotzalco,AMPLIACIÃ“N SAN PEDRO XALPA,,0,CALLE,DE LAS ARMAS,4,0900200011080,1080,001,19.48644878,-99.21737182,1,2016-01,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
341760,6719784,,SPORTS WORLD,"OPERADORA Y ADMINISTRADORA SPORTS WORLD, S.A. DE C.V.",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto | Código postal faltante o inválido",11 a 30 personas,Fijo,Azcapotzalco,Azcapotzalco,CLAVERIA,,0,CALLE,EGIPTO,142,0900200010805,0805,023,19.46356076,-99.18207777,1,2016-01,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
341844,6773858,,SPORTS WORLD CLAVERIA,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",11 a 30 personas,Fijo,Azcapotzalco,Azcapotzalco,CLAVERIA,02080,1,CALLE,EGIPTO,142,0900200010805,0805,023,19.46353943,-99.18204859,1,2016-10,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
346405,903030,,"ASOCIACIÃ“N SOCIAL DEPORTIVA SUMMUM URBANO, S.C.","ASOCIACIÃ“N SOCIAL DEPORTIVA SUMMUM URBANO, S.C.",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",0 a 5 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,DEL VALLE CENTRO,03100,1,CALLE,AMORES,1120,0901400010609,0609,010,19.37937017,-99.16737532,1,2014-12,2014,2018,2018,11,2018-11,denue_09_1118_shp.zip
346816,6313209,,CENTRO DEPORTIVO COYOACAN AC,CENTRO DEPORTIVO COYOACAN AC,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",101 a 250 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,GENERAL PEDRO MA ANAYA,03340,1,CALLE,CARRILLO PUERTO,359,0901400010971,0971,006,19.3613696,-99.1620173,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
345280,6313144,,CENTRO LIBANES AC,CENTRO LIBANES AC,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",101 a 250 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,CRÃ‰DITO CONSTRUCTOR,03940,1,CALLE,HERMES,67,0901400010929,0929,023,19.36361332,-99.17993616,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
345502,884585,,"CLUB DEPORTIVO MIXCOAC, A.C.","CLUB DEPORTIVO MIXCOAC, A.C.",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",6 a 10 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,INSURGENTES MIXCOAC,03920,1,CALLE,JEREZ,32,0901400010793,0793,006,19.37384779,-99.18210091,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
345693,871199,,DEPORTIVO TIRSO HERNÃ�NDEZ,GOBIERNO DEL DISTRITO FEDERAL,713942,Clubes deportivos del sector pÃºblico,Infancias,Club deportivo,Edades mixtas o no especificadas,No especificado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",6 a 10 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,8 DE AGOSTO,03720,1,CALLE,RÃ�O BECERRA,0,0901400010187,0187,022,19.39490672,-99.18783535,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
344454,6766206,,GIMNASIO ACTIVO,GIMNASIO ACTIVO SA DE CV,713942,Clubes deportivos del sector pÃºblico,Infancias,Club deportivo,Edades mixtas o no especificadas,No especificado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",6 a 10 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,BANJIDAL,09480,1,EJE VIAL,7 SUR (MUNICIPIO LIBRE),130,0901400010774,0774,032,19.36864949,-99.14515197,1,2016-10,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
348846,6847207,,MANACAR,"OPERADORA Y ADMINISTRADORA SW, S.A. DE C.V.",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",11 a 30 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,INSURGENTES MIXCOAC,03920,1,AMPLIACIÃ“N,INSURGENTES SUR,1457,0901400010793,0793,023,19.3687784,-99.18075242,1,2018-03,2018,2018,2018,11,2018-11,denue_09_1118_shp.zip
341417,6847477,,SPORT CITY INSURGENTES,"SPORT CITY, S.A DE C.V.",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",0 a 5 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,JOSÃ‰ GUADALUPE,03900,1,AVENIDA,INSURGENTES SUR,1065,0901400010914,0914,003,19.36356723,-99.18240314,1,2018-03,2018,2018,2018,11,2018-11,denue_09_1118_shp.zip
343307,6848147,,SPORT CITY UNIVERSIDAD,"SPORT CITY UNIVERSIDAD, S.A DE C.V.",713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto | Código postal faltante o inválido",0 a 5 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,SANTA CRUZ ATOYAC,03,0,AVENIDA,UNIVERSIDAD,790,0901400010825,0825,003,19.37182626,-99.16395799,1,2018-03,2018,2018,2018,11,2018-11,denue_09_1118_shp.zip
347393,6697694,,SPORTIUM,OPERADORA DE CLUBES SAN ANGEL SA DE CV,713942,Clubes deportivos del sector pÃºblico,Infancias,Club deportivo,Edades mixtas o no especificadas,No especificado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",101 a 250 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,SANTA CRUZ ATOYAC,03100,1,AVENIDA,UNIVERSIDAD,767,0901400010755,0755,010,19.37390948,-99.16291564,1,2016-01,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
343319,6322947,,SPORTS WORLD AMORES,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",31 a 50 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,DEL VALLE,03100,1,PEATONAL,3 PONIENTE (COYOACÃ�N),1622,0901400010810,0810,010,19.3662834,-99.17224095,1,2014-12,2014,2018,2018,11,2018-11,denue_09_1118_shp.zip
345831,6318666,,SPORTS WORLD DEL VALLE,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",11 a 30 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,INSURGENTES MIXCOAC,03920,1,AVENIDA,INSURGENTES SUR,1391,0901400010793,0793,021,19.3710141,-99.18003206,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
342900,6716780,,SPORTS WORLD FELIX CUEVAS,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto | Código postal faltante o inválido",0 a 5 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,TLACOQUEMECATL DEL VALLE,,0,CALLE,7 SUR (FÃ‰LIX CUEVAS),37,0901400010736,0736,004,19.37254559,-99.1729608,1,2016-01,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
346469,6783754,,SPORTS WORLD OBRERO MUNDIAL,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",31 a 50 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,PIEDAD NARVARTE,03720,1,CALLE,CASA DEL OBRERO MUNDIAL,296,0901400010011,0011,005,19.4016206,-99.15966958,1,2017-03,2017,2018,2018,11,2018-11,denue_09_1118_shp.zip
343325,6318668,,SPORTS WORLD PATRIOTISMO,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",11 a 30 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,SAN PEDRO DE LOS PINOS,03800,1,CONTINUACIÃ“N,INTERIOR (AVENIDA PATRIOTISMO),229,0901400010187,0187,026,19.39599957,-99.18103343,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
346227,6761972,,SPORTS WORLD UNIVERSIDAD,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",11 a 30 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,XOCO,03330,1,EJE VIAL,8 SUR (POPOCATÃ‰PETL),540,0901400010952,0952,005,19.36594331,-99.16671652,1,2016-10,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
349975,6761864,,SPORTS WORLD XOLA,OPERADORA Y ADMINISTRADORA SW SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",11 a 30 personas,Fijo,Benito JuÃ¡rez,Benito JuÃ¡rez,DEL VALLE,03100,1,CALLE,ADOLFO PRIETO,202,0901400010242,0242,005,19.39697644,-99.16621084,1,2016-10,2016,2018,2018,11,2018-11,denue_09_1118_shp.zip
342706,6313605,,CANTIL SPORT CLUB,OPERADORA DE EMPRESAS ESPECIALIZADAS SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",101 a 250 personas,Fijo,CoyoacÃ¡n,CoyoacÃ¡n,LOS REYES COYOACÃ�N,04330,1,AVENIDA,AZTECAS,270,0900300010573,0573,020,19.32958425,-99.15423397,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
346961,6323835,,CENSODEP,CENTRO SOCIOCULTURAL Y DEPORTIVO JOSE LOPEZ PORTILLO AC,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto | Código postal faltante o inválido",51 a 100 personas,Fijo,CoyoacÃ¡n,CoyoacÃ¡n,SAN FRANCISCO CULHUACÃ�N,4470,0,AVENIDA,SANTA ANA,750,0900300010605,0605,008,19.32821886,-99.10934396,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
343030,6258215,,CENTRO DEPORTIVO Y CULTURAL DEL SINDICATO DE ELECTRICISTAS,SINDICATO MEXICANO DE ELECTRICISTAS,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",31 a 50 personas,Fijo,CoyoacÃ¡n,CoyoacÃ¡n,LOS GIRASOLES,04920,1,CALZADA,DEL HUESO,381,090030001168A,168A,001,19.30573632,-99.12861223,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
345433,905699,,CLUB ARCOIRIS DE LA TERCERA EDAD,CLUB ARCOIRIS DE LA TERCERA EDAD,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",0 a 5 personas,Fijo,CoyoacÃ¡n,CoyoacÃ¡n,COPILCO UNIVERSIDAD,04360,1,PRIVADA,NINGUNO,30,0900300010376,0376,022,19.3394021,-99.18569924,1,2014-12,2014,2018,2018,11,2018-11,denue_09_1118_shp.zip
346771,6313476,,CLUB CAMPESTRE DE LA CIUDAD DE MEXICO SA DE CV,CLUB CAMPESTRE DE LA CIUDAD DE MEXICO SA DE CV,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",251 y mÃ¡s personas,Fijo,CoyoacÃ¡n,CoyoacÃ¡n,COUNTRY CLUB,04220,1,CALZADA,DE TLALPAN,1978,0900300010075,0075,002,19.34592125,-99.14455238,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
345190,1015353,,DEPORTIVO LA FRAGATA,GOBIERNO DEL DF COYOACÃ�N,713942,Clubes deportivos del sector pÃºblico,Infancias,Club deportivo,Edades mixtas o no especificadas,No especificado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",6 a 10 personas,Fijo,CoyoacÃ¡n,CoyoacÃ¡n,DEL CARMEN COYOACÃ�N,04100,1,CALLE,ABASOLO,123,0900300010037,0037,002,19.35497158,-99.16108746,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
343502,6313212,,PARQUE ASTURIAS,CENTRO ASTURIANO DE MEXICO AC,713941,Clubes deportivos del sector privado,Infancias,Club deportivo,Edades mixtas o no especificadas,Privado,Complementario,Mixta por código,Código SCIAN de club o liga deportiva,,0,0,0,0,0,0,0,0,1,0,0,0,SI,"El código no distingue entre público infantil, juvenil y adulto",251 y mÃ¡s personas,Fijo,CoyoacÃ¡n,CoyoacÃ¡n,EL RELOJ,04640,1,CALLE,CÃ�LIZ,118,0900300010855,0855,029,19.31918161,-99.14328212,1,2010-07,2010,2018,2018,11,2018-11,denue_09_1118_shp.zip
