llavemod,llaveviv,llavehog,activ_prod_con_cp,activ_prod_sin_cp,activ_merc,trab_merc_pv,tras_trab,bus_trab,prod_bien_trab_auto,trab_no_rem_vol,trab_no_rem_hog,prep_serv_alim,limp_viv,limp_rop,mant_viv,compras_hog,pagos_tram_hog,org_sup_hog,trab_no_rem_con_cp,trab_no_rem_cuid_hog,cuid_esp_int_hog_con_cp,cuid_esp_int_hog_sin_cp,cuid_int_0a5_con_cp,cuid_int_0a5_sin_cp,cuid_int_6a14_con_cp,cuid_int_6a14_sin_cp,cuid_int_15a59,cuid_int_60mas_con_cp,cuid_int_60mas_sin_cp,trab_no_rem_otros_hog,apoy_hog_fam,trab_dom_otros_hog_fam,cuid_esp_disc_enf,cuid_per_otros_hog,trab_no_rem_no_fam,prod_bien_hog_rural,prep_serv_alim_rural,activ_cuid_per,activ_estud,activ_conviv,edad,sexo,niv,gra,cvegeo_x,cve_ent_x,tloc_x,menor10,escolaridad,cond_ind,cond_disc,cond_aee,est_dis_x,upm_dis_x,fac_per,control,viv_sel,hogar,n_ren,cve_ent_y,cvegeo_y,tloc_y,est_dis_y,upm_dis_y,fac_viv
91715704104.0,91715704,917157041,94.68333333333332,83.68333333333332,66.5,54.0,12.5,0.0,0.0,28.18333333333333,13.35,7.75,2.0,2.33333333333333,0.0,1.0,0.0,0.26666666666666,14.83333333333333,3.83333333333333,0.0,0.0,0.0,0.0,12.83333333333333,1.83333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.33333333333333,0.0,24.5,20,1,7,3,9,9,1,2,4.0,2,2,1,73,1288,3665,917157,4,1,4,9,9,1,73,1288,3607
90020305101.0,90020305,900203051,101.75,91.75,75.0,60.0,15.0,0.0,0.0,26.75,2.33333333333333,0.33333333333333,0.08333333333333,0.25,0.16666666666666,1.5,0.0,0.0,24.41666666666666,14.41666666666666,0.0,0.0,22.91666666666666,12.91666666666666,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,7.0,31,1,6,3,9,9,1,2,3.0,2,2,1,74,1151,4010,900203,5,1,1,9,9,1,74,1151,3947
90020305102.0,90020305,900203051,127.96666666666665,86.96666666666665,24.5,20.0,4.5,0.0,1.0,102.46666666666665,38.96666666666666,17.5,12.08333333333333,5.5,0.0,3.0,0.16666666666666,0.71666666666666,63.5,22.5,0.0,0.0,63.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.08333333333333,0.0,11.0,30,2,6,3,9,9,1,2,3.0,2,2,1,74,1151,3896,900203,5,1,2,9,9,1,74,1151,3947
90020305103.0,90020305,900203051,5.83333333333333,2.83333333333333,0.0,0.0,0.0,0.0,0.0,5.83333333333333,1.33333333333333,1.16666666666666,0.0,0.16666666666666,0.0,0.0,0.0,0.0,4.5,1.5,0.0,0.0,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25,48.66666666666666,9.5,14,1,3,2,9,9,1,2,2.0,2,2,4,74,1151,3963,900203,5,1,3,9,9,1,74,1151,3947
90027001101.0,90027001,900270011,17.75,17.75,0.0,0.0,0.0,0.0,0.0,17.75,7.75,0.5,1.66666666666666,0.41666666666666,2.0,3.0,0.0,0.16666666666666,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,80.5,0.0,19.0,71,1,3,3,9,9,1,2,2.0,2,2,3,73,1152,3512,900270,1,1,1,9,9,1,73,1152,3550
90027001102.0,90027001,900270011,55.54999999999999,55.54999999999999,0.0,0.0,0.0,0.0,0.0,55.54999999999999,49.54999999999999,16.33333333333333,27.48333333333333,2.5,0.0,3.0,0.0,0.23333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,94.5,0.0,22.5,68,2,3,3,9,9,1,2,2.0,2,2,5,73,1152,3530,900270,1,1,2,9,9,1,73,1152,3550
90027001103.0,90027001,900270011,60.91666666666666,60.91666666666666,45.0,40.0,5.0,0.0,0.0,15.91666666666666,11.58333333333333,0.0,11.0,0.41666666666666,0.0,0.0,0.0,0.16666666666666,4.33333333333333,4.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,34.0,35,1,3,3,9,9,1,2,2.0,2,2,1,73,1152,3556,900270,1,1,3,9,9,1,73,1152,3550
90027001104.0,90027001,900270011,59.83333333333333,59.83333333333333,45.0,35.0,10.0,0.0,0.0,14.83333333333333,14.08333333333333,0.0,9.08333333333333,2.83333333333333,0.0,2.0,0.16666666666666,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.33333333333333,0.0,46.66666666666666,30,2,8,4,9,9,1,2,4.0,2,2,1,73,1152,3509,900270,1,1,4,9,9,1,73,1152,3550
91678101102.0,91678101,916781011,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,22.0,97,2,2,6,9,9,1,2,2.0,2,1,5,73,1284,4656,916781,1,1,2,9,9,1,73,1284,4094
91678102101.0,91678102,916781021,85.08333333333333,85.08333333333333,69.0,60.0,9.0,0.0,0.0,16.08333333333333,9.08333333333333,2.0,2.08333333333333,3.0,0.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,7.0,67,1,8,5,9,9,1,2,4.0,2,2,1,73,1284,4069,916781,2,1,1,9,9,1,73,1284,4094
91678102102.0,91678102,916781021,67.8,67.8,60.0,55.0,5.0,0.0,0.0,7.8,7.8,0.58333333333333,7.05,0.0,0.0,0.0,0.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,20.25,32,2,8,4,9,9,1,2,4.0,2,2,1,73,1284,4047,916781,2,1,2,9,9,1,73,1284,4094
91678103101.0,91678103,916781031,62.83333333333333,62.83333333333333,53.0,44.0,9.0,0.0,0.0,9.83333333333333,9.83333333333333,0.58333333333333,2.0,1.0,0.0,5.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,41.08333333333333,36,2,10,2,9,9,1,2,5.0,2,2,1,73,1284,4041,916781,3,1,1,9,9,1,73,1284,4094
91678104101.0,91678104,916781041,12.55,12.55,0.0,0.0,0.0,0.0,0.0,12.55,12.55,0.0,5.3,2.0,3.0,2.0,0.16666666666666,0.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,23.0,35,1,8,3,9,9,1,2,4.0,2,2,1,73,1284,4100,916781,4,1,1,9,9,1,73,1284,4094
91678104102.0,91678104,916781041,65.66666666666666,65.66666666666666,20.0,0.0,0.0,20.0,0.0,45.66666666666666,26.66666666666666,10.5,8.25,3.0,2.0,0.0,1.75,1.16666666666666,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,8.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,86.55,0.0,56.58333333333333,28,2,8,5,9,9,1,2,4.0,2,2,2,73,1284,4068,916781,4,1,2,9,9,1,73,1284,4094
91689301101.0,91689301,916893011,95.66666666666666,95.66666666666666,60.0,50.0,10.0,0.0,0.0,35.66666666666666,28.66666666666666,22.5,4.25,0.0,0.0,0.0,0.91666666666666,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05,0.0,28.0,30,2,8,4,9,9,1,2,4.0,2,2,1,73,1285,3407,916893,1,1,1,9,9,1,73,1285,3447
90744101102.0,90744101,907441011,103.38333333333333,101.63333333333333,101.5,98.0,3.5,0.0,0.0,1.88333333333333,0.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333,1.75,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,7.0,38,1,2,6,9,9,1,2,2.0,2,2,1,76,1214,4661,907441,1,1,2,9,9,1,76,1214,4632
90744101103.0,90744101,907441011,58.8,58.8,58.66666666666666,52.0,6.66666666666666,0.0,0.0,0.13333333333333,0.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,0.0,7.0,20,2,3,3,9,9,1,2,2.0,2,2,1,76,1214,4680,907441,1,1,3,9,9,1,76,1214,4632
90744101104.0,90744101,907441011,7.5,7.5,0.0,0.0,0.0,0.0,0.0,7.5,7.5,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,36.0,17,1,3,3,9,9,1,2,2.0,2,2,6,76,1214,4691,907441,1,1,4,9,9,1,76,1214,4632
90744102101.0,90744102,907441021,57.08333333333333,57.08333333333333,45.0,30.0,15.0,0.0,0.0,12.08333333333333,12.08333333333333,0.0,4.33333333333333,1.75,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,0.0,24.41666666666666,63,1,6,3,9,9,1,2,3.0,2,2,1,76,1214,4633,907441,2,1,1,9,9,1,76,1214,4632
90744103101.0,90744103,907441031,89.68333333333332,89.68333333333332,79.0,64.0,15.0,0.0,0.0,10.68333333333333,3.18333333333333,0.0,0.58333333333333,2.25,0.0,0.0,0.0,0.35,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.16666666666666,0.0,23.0,33,1,6,3,9,9,1,2,3.0,2,2,1,76,1214,4734,907441,3,1,1,9,9,1,76,1214,4632
90744103102.0,90744103,907441031,80.25,80.25,34.0,28.0,6.0,0.0,3.0,43.25,43.25,24.0,15.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,41.5,43,2,8,4,9,9,1,2,4.0,2,2,1,76,1214,4594,907441,3,1,2,9,9,1,76,1214,4632
90744103103.0,90744103,907441031,3.58333333333333,3.58333333333333,0.0,0.0,0.0,0.0,0.0,3.58333333333333,3.58333333333333,0.0,3.41666666666666,0.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,69.5,48.0,17,1,6,1,9,9,1,2,3.0,2,2,4,76,1214,4691,907441,3,1,3,9,9,1,76,1214,4632
91715705101.0,91715705,917157051,12.5,12.5,0.0,0.0,0.0,0.0,6.0,6.5,5.5,0.0,3.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,0.0,71.0,74,2,8,4,9,9,1,2,4.0,2,2,3,73,1288,3614,917157,5,1,1,9,9,1,73,1288,3607
91715705102.0,91715705,917157051,110.25,68.25,35.0,30.0,5.0,0.0,0.0,75.25,31.5,11.0,10.41666666666666,6.0,0.0,3.16666666666666,0.0,0.91666666666666,43.75,1.75,43.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66666666666666,0.0,29.58333333333333,50,2,3,3,9,9,1,2,2.0,2,2,1,73,1288,3583,917157,5,1,2,9,9,1,73,1288,3607
91727301101.0,91727301,917273011,61.5,61.5,47.5,40.0,7.5,0.0,0.0,14.0,14.0,7.5,5.33333333333333,0.0,0.0,0.0,0.0,1.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,29.0,48,1,8,4,9,9,1,2,4.0,2,2,1,73,1289,3748,917273,1,1,1,9,9,1,73,1289,3719
91727302101.0,91727302,917273021,105.46666666666665,105.46666666666665,94.0,80.0,14.0,0.0,0.0,11.46666666666666,7.46666666666666,2.53333333333333,0.13333333333333,1.5,0.0,2.75,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,68.0,0.0,15.5,39,1,6,3,9,9,1,2,3.0,2,2,1,73,1289,3725,917273,2,1,1,9,9,1,73,1289,3719
91727303101.0,91727303,917273031,47.08333333333333,47.08333333333333,43.33333333333333,40.0,3.33333333333333,0.0,0.0,3.75,3.75,0.25,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,32.0,33,1,8,4,9,9,1,2,4.0,2,2,1,73,1289,3784,917273,3,1,1,9,9,1,73,1289,3719
91727303102.0,91727303,917273031,47.13333333333333,47.13333333333333,43.33333333333333,40.0,3.33333333333333,0.0,0.0,3.8,3.8,0.33333333333333,0.16666666666666,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,33.0,34,1,8,5,9,9,1,2,4.0,2,2,1,73,1289,3784,917273,3,1,2,9,9,1,73,1289,3719
91727303103.0,91727303,917273031,60.3,60.3,43.25,40.0,3.25,0.0,0.0,17.05,12.05,2.0,6.3,3.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,79.0,0.0,40.88333333333333,28,2,8,5,9,9,1,2,4.0,2,2,1,73,1289,3696,917273,3,1,3,9,9,1,73,1289,3719
90027002101.0,90027002,900270021,100.43333333333332,100.43333333333332,56.0,36.0,20.0,0.0,0.0,44.43333333333333,30.43333333333333,11.0,9.51666666666666,3.5,0.0,5.0,0.08333333333333,1.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.0,0.0,12.0,0.0,0.0,0.0,72.16666666666666,0.0,24.16666666666666,70,1,6,3,9,9,1,2,3.0,2,2,1,73,1152,3512,900270,2,1,1,9,9,1,73,1152,3550
90027002102.0,90027002,900270021,87.83333333333333,87.83333333333333,69.83333333333333,61.0,8.83333333333333,0.0,0.0,18.0,9.0,1.5,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,8.0,0.0,0.0,0.0,77.0,0.0,11.91666666666666,53,2,3,3,9,9,1,2,2.0,2,2,1,73,1152,3527,900270,2,1,2,9,9,1,73,1152,3550
90027002103.0,90027002,900270021,45.5,45.5,44.0,30.0,14.0,0.0,0.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,19.33333333333333,60,1,3,3,9,9,1,2,2.0,2,2,1,73,1152,3535,900270,2,1,3,9,9,1,73,1152,3550
90027003101.0,90027003,900270031,84.91666666666666,84.91666666666666,60.0,48.0,12.0,0.0,0.0,24.91666666666666,24.91666666666666,13.5,4.16666666666666,2.25,0.0,3.16666666666666,0.0,1.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.66666666666666,0.0,22.75,42,2,6,3,9,9,1,2,3.0,2,2,1,73,1152,3505,900270,3,1,1,9,9,1,73,1152,3550
90027004101.0,90027004,900270041,77.86666666666666,69.86666666666666,60.0,50.0,10.0,0.0,0.0,17.86666666666666,6.86666666666666,0.0,4.33333333333333,0.33333333333333,0.08333333333333,2.0,0.0,0.11666666666666,11.0,3.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.83333333333333,0.0,5.83333333333333,36,1,6,3,9,9,1,2,3.0,2,2,1,73,1152,3556,900270,4,1,1,9,9,1,73,1152,3550
90027004102.0,90027004,900270041,104.81666666666666,58.81666666666666,0.0,0.0,0.0,0.0,0.0,104.81666666666666,45.31666666666666,15.0,21.5,3.25,0.0,5.0,0.0,0.56666666666666,59.5,13.5,0.0,0.0,0.0,0.0,58.5,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,0.0,31.25,40,2,8,4,9,9,1,2,4.0,2,2,5,73,1152,3505,900270,4,1,2,9,9,1,73,1152,3550
90027005101.0,90027005,900270051,34.5,34.5,0.0,0.0,0.0,0.0,0.0,34.5,34.5,16.16666666666666,9.25,3.0,3.0,2.0,0.5,0.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.83333333333333,0.0,31.33333333333333,64,2,3,3,9,9,1,2,2.0,2,2,3,73,1152,3500,900270,5,1,1,9,9,1,73,1152,3550
91689301102.0,91689301,916893011,51.08333333333333,51.08333333333333,40.0,40.0,0.0,0.0,0.0,11.08333333333333,5.08333333333333,0.75,3.0,1.0,0.0,0.0,0.0,0.33333333333333,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,0.0,16.0,28,2,8,4,9,9,1,2,4.0,2,2,1,73,1285,3425,916893,1,1,2,9,9,1,73,1285,3447
91689302101.0,91689302,916893021,26.25,26.25,0.0,0.0,0.0,0.0,0.0,26.25,26.25,11.25,7.25,2.5,0.0,4.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.25,0.0,3.66666666666666,71,2,5,2,9,9,1,2,3.0,2,2,3,73,1285,3453,916893,2,1,1,9,9,1,73,1285,3447
91689302102.0,91689302,916893021,36.08333333333333,34.08333333333333,25.0,0.0,0.0,25.0,0.0,11.08333333333333,8.58333333333333,0.0,4.5,0.0,0.0,4.0,0.0,0.08333333333333,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,0.0,14.16666666666666,30,1,6,3,9,9,1,2,3.0,2,2,2,73,1285,3506,916893,2,1,2,9,9,1,73,1285,3447
91689303101.0,91689303,916893031,49.25,49.25,35.0,35.0,0.0,0.0,0.0,14.25,14.25,8.58333333333333,1.16666666666666,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,40.5,37,2,10,2,9,9,1,2,5.0,2,2,1,73,1285,3402,916893,3,1,1,9,9,1,73,1285,3447
91689304101.0,91689304,916893041,60.75,57.75,42.5,2.5,40.0,0.0,0.0,18.25,7.25,2.75,0.25,3.0,0.0,0.0,0.5,0.75,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,0.0,13.0,48,2,10,2,9,9,1,2,5.0,2,2,1,73,1285,3397,916893,4,1,1,9,9,1,73,1285,3447
91689304102.0,91689304,916893041,24.75,24.75,0.0,0.0,0.0,0.0,0.0,24.75,14.75,1.16666666666666,12.25,0.0,0.0,1.0,0.0,0.33333333333333,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,8.0,73,2,6,3,9,9,1,2,3.0,2,2,5,73,1285,3453,916893,4,1,2,9,9,1,73,1285,3447
91689305101.0,91689305,916893051,10.66666666666666,10.66666666666666,0.0,0.0,0.0,0.0,0.0,10.66666666666666,3.66666666666666,1.16666666666666,0.5,0.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18333333333332,0.0,17.55,64,1,10,2,9,9,1,2,5.0,2,2,3,73,1285,3431,916893,5,1,1,9,9,1,73,1285,3447
92025905101.0,92025905,920259051,12.19999999999999,12.19999999999999,0.0,0.0,0.0,0.0,0.0,12.19999999999999,12.19999999999999,5.83333333333333,5.5,0.83333333333333,0.0,0.0,0.0,0.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,26.0,65,2,3,2,9,9,1,2,2.0,2,2,5,74,1311,3244,920259,5,1,1,9,9,1,74,1311,3267
92038401101.0,92038401,920384011,79.74999999999999,79.74999999999999,65.0,50.0,15.0,0.0,0.0,14.74999999999999,14.74999999999999,2.5,8.41666666666666,2.33333333333333,0.0,0.33333333333333,0.0,1.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.75,0.0,14.66666666666666,44,1,8,4,9,9,1,2,4.0,2,2,1,74,1312,4000,920384,1,1,1,9,9,1,74,1312,3926
92038402101.0,92038402,920384021,78.6,78.6,63.0,56.0,7.0,0.0,0.0,15.6,15.6,5.5,7.08333333333333,1.5,0.0,1.0,0.0,0.51666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,0.0,5.0,36,1,2,6,9,9,1,2,2.0,1,2,1,74,1312,3927,920384,2,1,1,9,9,1,74,1312,3926
92038403101.0,92038403,920384031,73.74999999999999,73.74999999999999,23.5,21.0,2.5,0.0,0.0,50.24999999999999,50.24999999999999,31.0,11.83333333333333,2.33333333333333,0.0,4.5,0.0,0.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,25.83333333333333,59,2,8,3,9,9,1,2,4.0,2,2,1,74,1312,3833,920384,3,1,1,9,9,1,74,1312,3926
92038403102.0,92038403,920384031,108.0,108.0,100.0,96.0,4.0,0.0,0.0,7.99999999999999,7.99999999999999,2.33333333333333,2.0,1.58333333333333,0.0,1.0,0.75,0.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,15.0,52,2,3,3,9,9,1,2,2.0,2,2,1,74,1312,3895,920384,3,1,2,9,9,1,74,1312,3926
92038403103.0,92038403,920384031,78.25,78.25,50.08333333333333,50.0,0.08333333333333,0.0,0.0,28.16666666666666,28.16666666666666,3.5,16.66666666666666,2.5,2.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.33333333333331,0.0,26.5,47,1,6,3,9,9,1,2,3.0,1,2,1,74,1312,3951,920384,3,1,3,9,9,1,74,1312,3926
92038403104.0,92038403,920384031,101.16666666666666,101.16666666666666,98.0,94.0,4.0,0.0,0.0,3.16666666666666,3.16666666666666,2.16666666666666,0.16666666666666,0.33333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,19.5,52,1,3,3,9,9,1,2,2.0,2,2,1,74,1312,3933,920384,3,1,4,9,9,1,74,1312,3926
90027005102.0,90027005,900270051,76.66666666666666,76.66666666666666,67.5,58.0,9.5,0.0,0.0,9.16666666666666,5.66666666666666,0.0,1.5,2.16666666666666,0.0,2.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,6.25,40,2,6,3,9,9,1,2,3.0,2,2,1,73,1152,3505,900270,5,1,2,9,9,1,73,1152,3550
90027005103.0,90027005,900270051,20.55,20.55,0.0,0.0,0.0,0.0,0.0,20.55,20.55,1.0,16.0,1.16666666666666,0.0,2.0,0.0,0.38333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,20.0,45.0,18,1,6,2,9,9,1,2,3.0,2,2,4,73,1152,3579,900270,5,1,3,9,9,1,73,1152,3550
90044301101.0,90044301,900443011,33.91666666666666,33.91666666666666,0.0,0.0,0.0,0.0,0.0,33.91666666666666,30.83333333333333,16.66666666666666,7.91666666666666,3.5,0.0,1.5,0.41666666666666,0.83333333333333,3.08333333333333,3.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.58333333333333,2.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.16666666666666,0.0,22.25,69,2,5,3,9,9,1,2,3.0,2,2,3,74,1153,3018,900443,1,1,1,9,9,1,74,1153,3040
90044301102.0,90044301,900443011,40.95,21.95,0.0,0.0,0.0,0.0,0.0,40.95,21.95,5.91666666666666,7.91666666666666,3.86666666666666,0.0,3.41666666666666,0.58333333333333,0.25,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.66666666666666,0.0,20.16666666666666,70,2,7,3,9,9,1,2,4.0,2,2,3,74,1153,3041,900443,1,1,2,9,9,1,74,1153,3040
