Registro origen,ID,CLEE,Establecimiento,Razón social,Código SCIAN,Actividad SCIAN,Categoría del proyecto,Subcategoría,Población objetivo estimada,Sector,Alcance,Dedicación a infancias,Regla de inclusión,Palabras clave detectadas,Es guardería o estancia infantil,Es preescolar,Es primaria,Es secundaria,Es escuela de varios niveles,Es educación especial,Es media superior o técnica,Es formación complementaria,Es club o deporte,Es recreación o cultura infantil,Es apoyo social o residencia,Enfoque primera infancia,Revisión manual,Motivo de revisión,Personal ocupado,Tipo de unidad económica,Alcaldía,Localidad,Asentamiento,Código postal,Código postal válido,Tipo de vialidad,Vialidad,Número exterior,Clave geográfica AGEB,AGEB,Manzana,Latitud,Longitud,Coordenadas válidas,Fecha de alta DENUE,Año de alta DENUE,Versión SCIAN declarada,Año de datos,Mes de corte,Edición DENUE,Archivo fuente
311897,677632,09005624199000073001000000U3,CENTRO FAMILIAR NUMERO 8 NIÑO JOSE LUIS ORDAZ LOPEZ,GOBIERNO DE LA CIUDAD DE MEXICO,624199,Otros servicios de orientación y trabajo social prestados por el sector público,Infancias,Apoyo social o refugio para infancias (por nombre),Probable niñez o adolescencia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,NIÑA/O,0,0,0,0,0,0,0,0,0,0,1,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,31 a 50 personas,Fijo,Gustavo A. Madero,Gustavo A. Madero,LA MALINCHE,07899,1,CALLE,NORTE 94,,0900500012305,2305,019,19.45075823,-99.10239003,1,2014-12,2014,2018,2021,11,2021-11,denue_09_1121_shp.zip
331666,7715419,09005624199000141000000000U8,PARTICIPACION INFANTIL,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,624199,Otros servicios de orientación y trabajo social prestados por el sector público,Infancias,Apoyo social o refugio para infancias (por nombre),Probable niñez o adolescencia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,INFANTIL,0,0,0,0,0,0,0,0,0,0,1,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Gustavo A. Madero,Gustavo A. Madero,25 DE JULIO,07520,1,CALLE,EJIDO,,090050001103A,103A,004,19.49559142,-99.08095461,1,2019-11,2019,2018,2021,11,2021-11,denue_09_1121_shp.zip
330830,807852,09007931610000483011000000U4,DIF CENTRO FAMILIAR NUM 6 IGNACIO M ALTAMIRANO NIÑO TALENTO,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA NIÑO TALENTO,624199,Otros servicios de orientación y trabajo social prestados por el sector público,Infancias,Apoyo social o refugio para infancias (por nombre),Probable niñez o adolescencia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,NIÑA/O,0,0,0,0,0,0,0,0,0,0,1,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,6 a 10 personas,Fijo,Iztapalapa,Iztapalapa,SAN PABLO,09000,1,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),1325,090070001376A,376A,002,19.35838486,-99.08937393,1,2010-07,2010,2018,2021,11,2021-11,denue_09_1121_shp.zip
311202,6317943,09013624198000055000000000U6,CASA DE LA AMISTAD NINOS CON CANCER IAP,,624198,Otros servicios de orientación y trabajo social prestados por el sector privado,Infancias,Apoyo social o refugio para infancias (por nombre),Probable niñez o adolescencia; verificar,Privado,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,NIÑA/O,0,0,0,0,0,0,0,0,0,0,1,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,51 a 100 personas,Fijo,Xochimilco,Xochimilco,SAN JUAN TEPEPAN,16020,1,CALLE,IGNACIO ALDAMA,2,0901300010033,0033,004,19.27573528,-99.12989232,1,2010-07,2010,2018,2021,11,2021-11,denue_09_1121_shp.zip
314225,924604,09010624112000012010000000U4,CENTRO DE INTEGRACION JUVENIL,CENTRO DE INTEGRACION JUVENIL,624199,Otros servicios de orientación y trabajo social prestados por el sector público,Infancias,Apoyo social o refugio para infancias (por nombre),Probable adolescencia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,JUVENIL,0,0,0,0,0,0,0,0,0,0,1,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,6 a 10 personas,Fijo,Álvaro Obregón,Álvaro Obregón,SANTA MARIA NONOALCO,01420,1,CALLE,ALEJANDRO ALLORI,31,0901000012150,2150,004,19.37974866,-99.19319482,1,2014-12,2014,2018,2021,11,2021-11,denue_09_1121_shp.zip
264451,8117118,09002611611000392000000000U3,LUDOTECA XOLOTZCUINTLE,,519121,Bibliotecas y archivos del sector privado,Infancias,Biblioteca infantil o juvenil (por nombre),Probable niñez o adolescencia; verificar,Privado,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,LUDOTECA,0,0,0,0,0,0,0,0,0,1,0,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,6 a 10 personas,Fijo,Azcapotzalco,Azcapotzalco,FERRERIA,02310,1,OTRO (ESPECIFIQUE),5 NORTE (PONIENTE 140),850,0900200011150,1150,027,19.50037034,-99.1737771,1,2019-11,2019,2018,2021,11,2021-11,denue_09_1121_shp.zip
264479,8392336,09004519122000081000000000U9,LUDOTECA EPI CENTRO DE DESARROLLO INFANTIL COMUNITARIO,SECRETARIA DE DESARROLLO SOCIAL Y HUMANO,519122,Bibliotecas y archivos del sector público,Infancias,Biblioteca infantil o juvenil (por nombre),Probable primera infancia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,DESARROLLO INFANTIL | INFANTIL | LUDOTECA,0,0,0,0,0,0,0,0,0,1,0,1,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Cuajimalpa de Morelos,Cuajimalpa de Morelos,LOMA DE SAN PEDRO,05330,1,CALLE,SAN PEDRO,9,0900400010212,0212,004,19.35450445,-99.28857058,1,2019-11,2019,2018,2021,11,2021-11,denue_09_1121_shp.zip
264468,7261968,09004519122000111000000000U4,LUDOTECA PALO ALTO,DIF MUNICIPAL CUAJIMALPA,519122,Bibliotecas y archivos del sector público,Infancias,Biblioteca infantil o juvenil (por nombre),Probable niñez o adolescencia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,LUDOTECA,0,0,0,0,0,0,0,0,0,1,0,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Cuajimalpa de Morelos,Cuajimalpa de Morelos,COOPERATIVA PALO ALTO,05110,1,CALLE,RODOLFO ESCAMILLA,0,0900400010195,0195,036,19.38578664,-99.25026711,1,2019-11,2019,2018,2021,11,2021-11,denue_09_1121_shp.zip
264474,877234,09015931210001322000000000U5,LUDOTECA,ALCALDIA CUAHUTEMOC,519122,Bibliotecas y archivos del sector público,Infancias,Biblioteca infantil o juvenil (por nombre),Probable niñez o adolescencia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,LUDOTECA,0,0,0,0,0,0,0,0,0,1,0,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Cuauhtémoc,Cuauhtémoc,SANTA MARIA LA RIBERA,06400,1,EJE VIAL,1 NORTE (JOSE ANTONIO ALZATE),191,0901500010555,0555,006,19.44803206,-99.1632086,1,2010-07,2010,2018,2021,11,2021-11,denue_09_1121_shp.zip
264485,1059484,09015519122000341001000000U3,LUDOTECA DE EDUACAION PREESCOLAR JUGARTE,SEP,519122,Bibliotecas y archivos del sector público,Infancias,Biblioteca infantil o juvenil (por nombre),Probable primera infancia; verificar,Público,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,LUDOTECA | PREESCOLAR,0,0,0,0,0,0,0,0,0,1,0,1,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,6 a 10 personas,Fijo,Cuauhtémoc,Cuauhtémoc,NONOALCO TLATELOLCO,06900,1,EJE VIAL,1 PONIENTE (GUERRERO),439,0901500010199,0199,001,19.45509482,-99.15024553,1,2010-07,2010,2018,2021,11,2021-11,denue_09_1121_shp.zip
263523,8327411,09015519121000111000000000U2,PRESTAMO DE LIBROS INFANTILES LITTLE BOOKMATES,LITTLE BOOKMATES SAPI DE CV,519121,Bibliotecas y archivos del sector privado,Infancias,Biblioteca infantil o juvenil (por nombre),Probable niñez o adolescencia; verificar,Privado,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,INFANTIL,0,0,0,0,0,0,0,0,0,1,0,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Cuauhtémoc,Cuauhtémoc,HIPODROMO,06100,1,CALLE,CAMPECHE,233,0901500011341,1341,009,19.40881488,-99.1687483,1,2019-11,2019,2018,2021,11,2021-11,denue_09_1121_shp.zip
264495,710709,09006519121000011000000000U3,LUDOTECA,ADMINISTRACIÓN JOYAS DE ORIENTE,519121,Bibliotecas y archivos del sector privado,Infancias,Biblioteca infantil o juvenil (por nombre),Probable niñez o adolescencia; verificar,Privado,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,LUDOTECA,0,0,0,0,0,0,0,0,0,1,0,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Iztacalco,Iztacalco,AGRICOLA ORIENTAL,08500,1,CALLE,ORIENTE 259,108,0900600010217,0217,003,19.39501905,-99.06107959,1,2014-12,2014,2018,2021,11,2021-11,denue_09_1121_shp.zip
264476,795290,09006611691000031000000000U0,LUDOTECA,,519121,Bibliotecas y archivos del sector privado,Infancias,Biblioteca infantil o juvenil (por nombre),Probable niñez o adolescencia; verificar,Privado,Complementario,Probable por palabras,Clase SCIAN amplia más palabra exacta de infancias,LUDOTECA,0,0,0,0,0,0,0,0,0,1,0,0,SI,Inclusión por nombre; confirmar que el servicio atienda a menores de edad,0 a 5 personas,Fijo,Iztacalco,Iztacalco,INFONAVIT IZTACALCO,08900,1,CALLE,SECCION SABINOS,14,0900600010931,0931,032,19.38253366,-99.10556897,1,2010-07,2010,2018,2021,11,2021-11,denue_09_1121_shp.zip
